"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multimedia Broadcast System Based on Embedded Platform","Z. Hualin; L. Xingxing; R. Xiuxiang","School of communication and electronics, Jiangxi Science and Technology Normal University, Nanchang, China; School of communication and electronics, Jiangxi Science and Technology Normal University, Nanchang, China; School of communication and electronics, Jiangxi Science and Technology Normal University, Nanchang, China",2018 IEEE International Conference of Safety Produce Informatization (IICSPI),"14 Apr 2019","2018","","","493","496","An embedded system is a specialized computer system which centers on application based on computer technology. Besides, this application system has strict demands for function, reliability, cost, memory management and power consumption. Moreover, its software and hardware can be cut. In recent years, the embedded system has developed rapidly. This paper is based on embedded hardware platform and the mainstream embedded operating system (Android) to realize common audio and video formats media player which has many functions, such as pause, play, single cycle, the whole circulation, progress bar and so on. At the same time, the perfect combination of view pager+fragment in activity can optimize the program design, increase the fluency and readability of software running.","","978-1-5386-5514-6","10.1109/IICSPI.2018.8690424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8690424","embedded system;embedded software;Android operating system;multiple media player","Embedded systems;Media;Presses;Hardware;Streaming media","","","","11","IEEE","14 Apr 2019","10-12 Dec. 2018","10-12 Dec. 2018","IEEE","IEEE Conferences"
"Structure-Aware Linear Solver for Realtime Convex Optimization for Embedded Systems","I. Yamazaki; S. Nooshabadi; S. Tomov; J. Dongarra","Innovative Computing Laboratory, University of Tennessee, Knoxville, TN, USA; Department of Electrical and Computer Engineering, Michigan Tech University, Houghton, MI, USA; Innovative Computing Laboratory, University of Tennessee, Knoxville, TN, USA; Innovative Computing Laboratory, University of Tennessee, Knoxville, TN, USA",IEEE Embedded Systems Letters,"29 Aug 2017","2017","9","3","61","64","With the increasing sophistication in the use of optimization algorithms such as deep learning on embedded systems, the convex optimization solvers on embedded systems have found widespread use. This letter presents a novel linear solver technique to reduce the run-time of convex optimization solver by using the property that some parameters are fixed during the solution iterations of a solve instance. Our experimental results show that the run-time can be reduced by two orders of magnitude.","1943-0671","","10.1109/LES.2017.2700401","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7917357","Karush Kuhn Tucker (KKT);realtime embedded convex optimization solver","Convex functions;Linear systems;Matrices;Embedded systems;Optimization;Symmetric matrices;Linear matrix inequalities","","3","","16","IEEE","2 May 2017","Sept. 2017","","IEEE","IEEE Journals"
"Research and design of embedded data acquisition and monitoring system based on PowerPC and CAN Bus","D. Peng; H. Zhang; Jiannian Weng; H. Li; Fei Xia","College of Electric Power and Automation Engineering, Shanghai University of Electrical Power, Shanghai, China; College of Electric Power and Automation Engineering, Shanghai University of Electrical Power, Shanghai, China; College of Electric Power and Automation Engineering, Shanghai University of Electrical Power, Shanghai, China; College of Electric Power and Automation Engineering, Shanghai University of Electrical Power, Shanghai, China; College of Electric Power and Automation Engineering, Shanghai University of Electrical Power, Shanghai, China",2010 8th World Congress on Intelligent Control and Automation,"23 Aug 2010","2010","","","4147","4151","The embedded system takes the application as a center, which can adapt the strict demands of application system well to the function, reliability, cost, size and power consumption etc. Freescale Corporation's PowerPC series chip has the powerful communication capacity, the system stability as well as disturbance rejection ability. The CAN bus obtains the universal applications in the industrial control field as one of most widespread fieldbus. Take Freescale Corporation PowerQUICC II technology's high-end dual-core chip MPC8248 processor as the core, an embedded data acquisition and the monitoring system platform based on PowerPC and CAN bus has been designed and developed in this paper, which can solve the high demand data acquisition and monitor, network and communication effectively for the applications of electrical power system. At the same time, the data can be transferred by Ethernet communication interface to the remote monitoring systems such as DAS or DCS for further analysis, processing and storage after being analyzed and processed by the platform. It is of great application significance.","","978-1-4244-6712-9","10.1109/WCICA.2010.5553984","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5553984","Embedded PowerPC;CAN bus;Embedded system;Data acquisition;Condition monitoring","Linux;Monitoring;Data acquisition;Data processing;Hardware;Embedded system","","2","","7","IEEE","23 Aug 2010","7-9 July 2010","7-9 July 2010","IEEE","IEEE Conferences"
"Research on embedded networked numerical control system based on ARM and DSP","Q. Ren; T. Jiang","Guilin University of Electronic Technology, Guilin, China; Guilin University of Electronic Technology, Guilin, China",2008 11th IEEE International Conference on Communication Technology,"16 Dec 2008","2008","","","631","633","Using embedded processor chip ARM9-S3C2410 and DSP-MCX314As motion control chip as the core to build the hardware platform of embedded networked numerical control (NC) system is proposed in this paper. The software structure of embedded networked NC system is founded, including system software and user software. The embedded Linux operating system can deal with multitask well and satisfy the real-time and reliability of motion control. At last, the principle of achieving networked NC system based on embedded Web boa server is introduced. Developing networked NC system with embedded technology is the direction of future development. It has the advantages of full use of resources, the compact system and provides a wealth of features and superior performance with a lower cost.","","978-1-4244-2250-0","10.1109/ICCT.2008.4716172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4716172","S3C2410;MCX314As;Embedded;Networked numerical control","Computer numerical control;Digital signal processing;Motion control;Embedded software;Digital signal processing chips;Hardware;System software;Linux;Operating systems;Real time systems","","2","","6","IEEE","16 Dec 2008","10-12 Nov. 2008","10-12 Nov. 2008","IEEE","IEEE Conferences"
"Guiding System Reform and Innovation of Embedded Technology Development under the Background of Mathematical Modeling","D. Haixia; C. Shuyan","School of Mathematics and Statistics, Zhengzhou Normal University, Zhengzhou, China; School of Mathematics and Statistics, Zhengzhou Normal University, Zhengzhou, China",2020 Third International Conference on Smart Systems and Inventive Technology (ICSSIT),"6 Oct 2020","2020","","","381","384","Guiding system reform and further innovation of embedded technology development under the background of the mathematical modeling is analyzed in the paper. In our research, we have the following novelties. (1) Industrial modularization is basis of the industrial integration, which refines the enterprise, organization and target object in the value chain into a subsystem that can then run independently. (2) System processing primary functions are no longer concentrated on the single core processor, but are shared by multiple processors based on functional classification to then from a single core to multiple cores. (3) The data mining and mathematical modelling are combined to then construct the efficient system. Based on the proposed model, we then propose the suggestions for the guiding system reform and further innovation.","","978-1-7281-5821-1","10.1109/ICSSIT48917.2020.9214277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9214277","Mathematical Modeling;Guiding System;Embedded Technology;Innovation System;Data Mining","Mathematical model;Embedded systems;Task analysis;Process control;Education;Technological innovation;Embedded software","","","","18","IEEE","6 Oct 2020","20-22 Aug. 2020","20-22 Aug. 2020","IEEE","IEEE Conferences"
"Minimizing Capacity Degradation of Heterogeneous Batteries in a Mobile Embedded System","J. Kwak; J. Lee","Department of Computer Science and Engineering, Sungkyunkwan University, Suwon, South Korea; Department of Computer Science and Engineering, Sungkyunkwan University, Suwon, South Korea",IEEE Embedded Systems Letters,"27 Feb 2020","2020","12","1","25","28","As different batteries exhibit their own advantages and disadvantages, a single-type battery system for a mobile embedded system (such as smartphones and tablet PC) cannot overcome the inherent limitations of its target battery. For example, although the lithium cobalt oxide (LCO) battery is the most popular battery for mobile embedded systems due to its high energy density, mobile embedded systems equipped with LCO batteries suffer from rapid capacity degradation. In this letter, we target heterogeneous batteries in a mobile embedded system and propose a method for minimizing the capacity degradation of the batteries. To this end, we first analyze factors that affect capacity degradation, and choose dominant factors that are controllable in a mobile embedded system. We then build a battery degradation model considering the factors, and finally develop a battery scheduling algorithm that minimizes capacity degradation using the degradation model. Our evaluation with real experiments and simulations demonstrates the effectiveness of the proposed algorithm in minimizing capacity degradation.","1943-0671","","10.1109/LES.2019.2929069","National Research Foundation of Korea; Ministry of Science, ICT and Future Planning(grant numbers:2019R1A2B5B02001794); National Research Foundation of Korea; Ministry of Science, Information, and Communication Technology, and Future Planning(grant numbers:2017H1D8A2031628); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8764484","Battery degradation model;battery scheduling algorithm;capacity degradation;heterogeneous batteries;mobile embedded systems","Batteries;Degradation;Embedded systems;Liquid crystal on silicon;Quadrature amplitude modulation;Computational modeling;Lithium","","7","","15","IEEE","16 Jul 2019","March 2020","","IEEE","IEEE Journals"
"A comprehensive development guide for network embedded systems","A. N. Meliones","Department of Digital Systems, University of Piraeus, Greece",2010 8th Workshop on Intelligent Solutions in Embedded Systems,"16 Aug 2010","2010","","","43","48","The term embedded systems refers to digital systems including hardware and software co-development for special applications, the most common being networking and control. Because of their individual architecture, their hardware and software development is quite often a very complicated process. Embedded systems involve a wide spectrum of specializations, such as system architecture design, hardware design, operating system porting, device driver programming, and application development. The focus of this paper is on the understanding of embedded systems architecture and development methodology with emphasis on network embedded systems.","","978-1-4244-5717-5","10.1109/WISES.2010.5548435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5548435","network embedded systems;system architecture;communication processor;development methodology;integrated access device;device driver;Linux;PowerQUICC-II;MPC8260","Embedded system;Computer architecture;Hardware;Application software;Operating systems;Kernel;Embedded software;Control systems;Linux;Communication system traffic control","","","","8","IEEE","16 Aug 2010","8-9 July 2010","8-9 July 2010","IEEE","IEEE Conferences"
"Energy Efficient Task Assignment with Guaranteed Probability Satisfying Timing Constraints for Embedded Systems","J. Niu; C. Liu; Y. Gao; M. Qiu","State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, China; Dept. of Computer Engineering, San Jose State University, San Jose, CA, USA",IEEE Transactions on Parallel and Distributed Systems,"11 Jul 2014","2014","25","8","2043","2052","The trade-off between system performance and energy efficiency (service time) is critical for battery-based embedded systems. Most of the previous work focuses on saving energy in a deterministic way by taking the average or worst scenario into account. However, such deterministic approaches usually are inappropriate in modeling energy consumption because of uncertainties in conditional instructions on processors and time-varying external environments (e.g., fluctuant network bandwidth and different user inputs). By adopting a probabilistic approach, this paper proposes a model and a set of algorithms to address the Processor and Voltage Assignment with Probability (PVAP) problem of data-dependent aperiodic tasks in real-time embedded systems, ensuring that all the tasks can be done under the time constraint with a guaranteed probability. We adopt a task DAG (Directed Acyclic Graph) to model the PVAP problem. We first use a processor scheduling algorithm to map the task DAG onto a set of voltage-variable processors, and then use our dynamic programming algorithm to assign a proper voltage to each task. Finally, to escape from local optima, a local search with restarts searches the optimal solution from candidate solutions by updating the objective function, until the stop criteria are reached or a time bound is elapsed. The experimental results demonstrate that for probability 1.0, our approach yields slightly better results than the well-known algorithms like ASAP/ALAP (As Soon As Possible/As Late As Possible) and ILP (Integer Linear Programming) with/without DVS (Dynamic Voltage Scaling). However, for probabilities 0.8 and 0.9, our approach significantly outperforms those algorithms (maximum improvement of 50.3 percent).","1558-2183","","10.1109/TPDS.2013.251","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6616556","Probabilistic scheduling;real-time embedded system;energy efficiency;task assignment","Program processors;Silicon;Probabilistic logic;Embedded systems;Timing;Energy consumption","","95","","32","OAPA","1 Oct 2013","Aug. 2014","","IEEE","IEEE Journals"
"2D Mobile multi-sensor navigation system realization using FPGA-based embedded processors","W. F. Abdelfatah; J. Georgy; U. Iqbal; A. Noureldin","Electrical and Computer Engineering Department, Queen's University, Canada; NavINST - Navigation and Instrumentation Research Group; Electrical and Computer Engineering Department, Queen's University, Canada; NavINST - Navigation and Instrumentation Research Group",2011 24th Canadian Conference on Electrical and Computer Engineering(CCECE),"29 Sep 2011","2011","","","001218","001221","Global positioning system (GPS) is a satellite-based navigation system that is widely used for different navigation applications. In open-sky, GPS can provide an accurate navigation solution, however, in urban canyons and indoor environments, the satellite signals are blocked and GPS fails to provide a reliable navigation solution. Towards the search for a more accurate and low-cost positioning solution, integrated navigation algorithms are developed which utilize the measurements of low-cost motion sensors such as accelerometers and gyroscopes, and integrate them with GPS measurements to provide a reliable navigation solution. The goal of this research paper is to narrow the idea-to-implementation gap by realizing the navigation algorithm on a portable low-cost real-time embedded system. The role of such system is to acquire and synchronize the measurements from multiple sensors and then apply a navigation algorithm which integrates the various measurements to provide a reliable real-time navigation solution.","0840-7789","978-1-4244-9789-8","10.1109/CCECE.2011.6030656","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6030656","Embedded Systems;RISS/GPS Integration;Real-Time Navigation System;Soft-core MicroBlaze Processor;FPGA","Global Positioning System;Program processors;Real time systems;Algorithm design and analysis;Embedded systems;Sensors","","3","","11","IEEE","29 Sep 2011","8-11 May 2011","8-11 May 2011","IEEE","IEEE Conferences"
"Access control technology research in embedded operating system","Li Huan; Lei Hang; Yang Xia","College of Computer Science and Engineering, UEST, Chengdu, China; College of Computer Science and Engineering, UEST, Chengdu, China; College of Computer Science and Engineering, UEST, Chengdu, China",Second International Conference on Embedded Software and Systems (ICESS'05),"3 Apr 2006","2005","","","7 pp.","","Operating system is the core component in embedded system and its security is the fundament of all the applications based on it and the whole system. Access control technology plays an important role in operating system security and has something special in embedded operating system. In this paper, access control technology is studied, along with its application in some embedded operating systems. Their shortcomings in security are pointed out and a multi-policy access control model is brought forward. At last, this model is designed and tested based on Windows CE.","","0-7695-2512-1","10.1109/ICESS.2005.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1609929","","Access control;Operating systems;Educational institutions;Computer science;Protection;Embedded system;Permission;Asia;Computer security;Application software","","","","8","IEEE","3 Apr 2006","16-18 Dec. 2005","16-18 Dec. 2005","IEEE","IEEE Conferences"
"Development of HILS System for Testing Embedded System of the BCU for HEV","H. -S. Hwang; I. -G. Jang; I. Seo; J. -H. Park; J. Jeon; S. -H. Hwang","Sungkyunkwan University, Jongno-gu, Seoul, KR; School of Mechanical Engineering, Sungkyunkwan University, South Korea; School of Mechanical Engineering, Sungkyunkwan University, South Korea; School of Mechanical Engineering, Sungkyunkwan University, South Korea; Information and Communication Engineering, Sungkyunkwan University, South Korea; School of Mechanical Engineering, Sungkyunkwan University, South Korea",2008 IEEE/ASME International Conference on Mechtronic and Embedded Systems and Applications,"30 Dec 2008","2008","","","286","291","Regenerative braking is a core technology to reduce the energy consumption in hybrid electric vehicle (HEV). Accordingly, properly optimized control strategy is needed to maximize the efficiency of regenerative braking and ensure the stability of motor and battery. In this paper, brake control logic was modeled by MATLAB/Simulink. And the hardware-in-the-loop-simulation (HILS) system is constructed for verifying the brake control unit (BCU) logic. The BCU logic is implanted on the embedded system operated a micro processor unit (MPU), MPC-556 and the HEV model constructed also with MATLAB/Simulink is loaded on the real-time simulation environment. By communicating between the BCU and the HEV model a HILS system is completed ad HIL simulation is performed.","","978-1-4244-2367-5","10.1109/MESA.2008.4735684","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4735684","","System testing;Embedded system;Hybrid electric vehicles;Logic;Mathematical model;MATLAB;Energy consumption;Stability;Batteries;Control systems","","1","","9","IEEE","30 Dec 2008","12-15 Oct. 2008","12-15 Oct. 2008","IEEE","IEEE Conferences"
"Testing 32-bit embedded system using hardware-in-the-loop-simulation of automatic transmission","In-Gyu Jang; Inkeun Seo; Jaewook Jeon; Sung-Ho Hwang","School of Mechanical Engineering, Sung Kyun Kwan University, Suwon, South Korea; School of Mechanical Engineering, Sung Kyun Kwan University, Suwon, South Korea; School of Information and Communication Engineering, Sung Kyun Kwan University, Suwon, South Korea; School of Mechanical Engineering, Sung Kyun Kwan University, Suwon, South Korea","2007 International Conference on Control, Automation and Systems","26 Dec 2007","2007","","","399","403","Drivers are becoming more fatigued and uncomfortable as traffic densities increase, which can lead to slower reaction time. They then face the danger of traffic accidents due to an inability to cope with frequent shifting. To reduce this risk some drivers prefer automatic transmissions (AT) to manual transmissions (MT). The AT is superior drivability and less shifting shock than the MT, so the market-share of AT is increasing. The AT is controlled by Electronic Control Unit (ECU) to obtain better shifting performance. The Transmission Control Unit (TCU) is a product of higher-value-added, so the companies which have advanced technology (BOSCH, SIEMENS VDO, DELPHI, and etc.) tend to evade technology transfer. As the number of ECU used on a car is increasing gradually (for example, engine management unit, transmission control unit, brake control unit, and powertrain control unit), TCU’s performance is expected to be faster and more efficient for organic communication and arithmetic processing between the control systems than the performance of 16bit controller. In this paper, the model of automatic transmission vehicle using MATLAB/Simulink is developed for the hardware in-the-loop simulation with a 32-bit embedded system. The AT control logic developed is loaded to 32-bit Embedded system platform developed on the basis of Freescale’s MPC565, and we execute the hardware-in-the-loop simulation (HILS) of AT based on Real Time Operating System (RTOS). These test results show that the developed embedded system can be used as AT control unit","","978-89-950038-6-2","10.1109/ICCAS.2007.4406937","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4406937","HILS (Hardware-in-the-Loop Simulation);AT (Automatic Transmission);TCU (Transmission Control Unit);Embedded System;ECU (Electronic Control Unit)","Automatic testing;System testing;Embedded system;Automatic control;Communication system control;Control systems;Road accidents;Driver circuits;Electric shock;Consumer electronics","","3","","6","","26 Dec 2007","17-20 Oct. 2007","17-20 Oct. 2007","IEEE","IEEE Conferences"
"An Ontological Approach to Quantifying the Functional Flexibility of Embedded Systems","A. Stone","MITRE Corporation, Bedford, MA, USA",IEEE Systems Journal,"17 Feb 2011","2011","5","1","111","120","Quantitative measures of the system property flexibility have long eluded systems analysts. This paper introduces a mathematical framework to define, measure, and analyze embedded system functional flexibility in a quantitative manner. The methodology employs a domain-specific ontology to encode a system's functions and its hardware resources in a natural and efficient manner, decoupling the logical and physical aspects of the system. The modeling of system functions is expressed in polynomial form and easily converted to matrix form for efficient mathematical and computational analysis. Algebraic, topological, and combinatorial methods are used to perturb a system's functions to explore its flexibility. Of special note, is the ability to mathematically vary a system's defined functionality in a manner that maintains logical similarity to its initial form. For the first time known, quantitative characterizations of these effects are derived, yielding measures that provide insights into a system's ability to admit change (flexibility) and its sensitivity to such changes. These measures of flexibility may be expressed as objective functions so that they may be integrated into design space exploration or optimization frameworks, thus allowing flexibility to be considered with other objectives in system trades.","1937-9234","","10.1109/JSYST.2010.2073954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5587907","Embedded systems;flexibility;design space exploration;ontology;system science;system analysis","Hardware;Ontologies;Polynomials;Space exploration;Embedded system;Field programmable gate arrays;Systematics","","11","","38","IEEE","30 Sep 2010","March 2011","","IEEE","IEEE Journals"
"The Design of Circuit-Measuring Collaborative Learning System with Embedded Broker","F. -C. Kao; S. -R. Wang","Computer Science and Information Engineering, Da-Yeh University, Changhua, Taiwan; Computer Science and Information Engineering, Da-Yeh University, Changhua, Taiwan",2010 Third IEEE International Conference on Digital Game and Intelligent Toy Enhanced Learning,"13 May 2010","2010","","","108","113","Collaborative Learning System is a group learning method combined with pedagogy and social psychology. It allows group members to gain knowledge through collaborations and interactions. Nowadays, most Internet collaborative learning systems are designed to provide students mainly with a convenient online environment to study theoretical courses but rarely with an online environment to operate practical instruments. Hence, this paper describes the design of a 3D online collaborative learning system for operating virtual instruments with circuit-measuring function. The proposed system functions give learners not only a collaborative learning environment via networking to jointly operate the 3D virtual instruments but also the functions of instant messages and 3D puzzles to interact with one another by integrating with Virtual Reality, Remote Control Parameter Transmission and embedded system techniques. Therefore, learners can effectively improve learning interests and results. Besides, the proposed embedded Broker also provides service capabilities similar to that of a high-end server system, and significantly reduces the system costs.","","978-1-4244-6434-0","10.1109/DIGITEL.2010.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5463747","Collaborative learning system;embedded system;virtual instruments","Circuits;Collaborative work;Instruments;Learning systems;Psychology;Collaboration;Internet;Virtual reality;Control systems;Embedded system","","4","","7","IEEE","13 May 2010","12-16 April 2010","12-16 April 2010","IEEE","IEEE Conferences"
"Fault Management for Secure Embedded Systems","M. Sveda","Faculty of Information Technology, Brno University of Technology, Czech Republic",2009 Fourth International Conference on Systems,"26 May 2009","2009","","","23","28","This paper describes principles of an embedded system design propping safety and security using a dedicated architecture. After reviewing a simple specification language deployed, the main attention is focused on hardware architecture, software, and communication services that fit application requirements. The gasoline dispenser controller presents in this case a real-world solution of a safety and security critical embedded system application. The paper stresses those features that distinguish the real project from a demonstration case study.","","978-1-4244-3469-5","10.1109/ICONS.2009.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4976313","Embeded system;fault management;formal specifications","Embedded system;Safety;Communication system security;Computer architecture;Application software;Specification languages;Hardware;Petroleum;Communication system control;Control systems","","1","","5","IEEE","26 May 2009","1-6 March 2009","1-6 March 2009","IEEE","IEEE Conferences"
"Aspect-Oriented Middleware-Based Real-Time and Embedded Systems Software Process","L. Jingyong; Z. Yong; Z. Lichen; C. Yong","Faculty of Computer, Guangdong University of Technology, Guangzhou, China; Chengdu Institute of Computer Application, Chinese Academy and Sciences, Chengdu, China; Faculty of Computer, Guangdong University of Technology, Guangzhou, China; Faculty of Computer science and engineering, Zhongkai University of Agriculture and Engineering, Guangzhou, China","2009 IITA International Conference on Services Science, Management and Engineering","4 Sep 2009","2009","","","531","534","Middleware facilitates the development of real-time and embedded systems. However, middleware itself is becoming increasingly complex. Using the methodology of aspect-oriented software development to analyze and reconstruct the architecture of middleware can make the architecture more modularized and more customizable. In addition, since middleware plays a significant role in the realtime and embedded systems development, its characteristics must be considered in the entire real-time and embedded systems software process from requirements analyze phase to testing phase. This paper provides two contributions to the study of real-time and embedded systems development. First, presents the problems of current middleware architecture and analyzes functional requirements and non-functional requirements of aspect-oriented middleware. Second, proposes an aspect-oriented middleware based real-time and embedded systems software process. Both functional and non-functional characteristics of middleware are considered in all phases of the software process.","","978-0-7695-3729-0","10.1109/SSME.2009.153","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5233229","real-time and embedded systems;software process;aspect-oriented middleware","Real time systems;Embedded system;Embedded software;Software systems;Middleware;Computer architecture;Agricultural engineering;Conference management;Software development management;Technology management","","","","18","IEEE","4 Sep 2009","11-12 July 2009","11-12 July 2009","IEEE","IEEE Conferences"
"Hierarchical design model for embedded systems","Z. Karakehayov","Technical University of Sofia, Sofia, Bulgaria",2009 IEEE International Workshop on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications,"1 Dec 2009","2009","","","173","178","This paper introduces a hierarchical design model for embedded systems which includes models of the application, the embedded system and the resources. The application model deals with locations to better describe distributed architectures. A location-driven method for design of distributed embedded systems is proposed as a direct extension of the design model. The method allows to benefit from fuzzy relationships between I/O variables and locations. An example shows a 29% reduction of the hardware complexity measured in number of pins. The paper introduces a dynamic computational model and a software tool named CASTLE. The tool automatically inserts power management code for small systems.","","978-1-4244-4901-9","10.1109/IDAACS.2009.5343001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5343001","Embedded systems;design model;location-driven design;dynamic computational model;power management","Embedded system;Power system modeling;Embedded computing;Clocks;Design methodology;Hardware;Computational modeling;Energy management;Power system management;Timing","","1","","10","IEEE","1 Dec 2009","21-23 Sept. 2009","21-23 Sept. 2009","IEEE","IEEE Conferences"
"Establishing Cyber Resilience in Embedded Systems for Securing Next-Generation Critical Infrastructure","F. Siddiqui; M. Hagan; S. Sezer","The Centre for Secure Information Systems (CSIT), Queen’s University Belfast, Belfast, United Kingdom; The Centre for Secure Information Systems (CSIT), Queen’s University Belfast, Belfast, United Kingdom; The Centre for Secure Information Systems (CSIT), Queen’s University Belfast, Belfast, United Kingdom",2019 32nd IEEE International System-on-Chip Conference (SOCC),"7 May 2020","2019","","","218","223","The mass integration and deployment of intelligent technologies within critical commercial, industrial and public environments have a significant impact on business operations and society as a whole. Though integration of these critical intelligent technologies pose serious embedded security challenges for technology manufacturers which are required to be systematically approached, in-line with international security regulations.This paper establish security foundation for such intelligent technologies by deriving embedded security requirements to realise the core security functions laid out by international security authorities, and proposing microarchitectural characteristics to establish cyber resilience in embedded systems. To bridge the research gap between embedded and operational security domains, a detailed review of existing embedded security methods, microarchitectures and design practises is presented. The existing embedded security methods have been found ad-hoc, passive and strongly rely on building and maintaining trust. To the best of our knowledge to date, no existing embedded security microarchitecture or defence mechanism provides continuity of data stream or security once trust has broken. This functionality is critical for embedded technologies deployed in critical infrastructure to enhance and maintain security, and to gain evidence of the security breach to effectively evaluate, improve and deploy active response and mitigation strategies. To this end, the paper proposes three microarchitectural characteristics that shall be designed and integrated into embedded architectures to establish, maintain and improve cyber resilience in embedded systems for next-generation critical infrastructure.","2164-1706","978-1-7281-3483-3","10.1109/SOCC46988.2019.1570548325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9088055","Cyber Resilient Embedded System;Cyber Resilience;Cyber-Physical Embedded System;Critical Infrastructure;Active Defence;Response;Recover;Security Regulation","Microarchitecture;Embedded systems;Runtime;Regulation;Critical infrastructure;System-on-chip;Security;Next generation networking;Monitoring;Resilience","","10","","35","IEEE","7 May 2020","3-6 Sept. 2019","3-6 Sept. 2019","IEEE","IEEE Conferences"
"Embedded Face Recognition System Based on Multi-task Convolutional Neural Network and LBP Features","M. Zhang; W. Liao; J. Zhang; H. Gao; F. Wang; B. Lin","State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, Hangzhou, China; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, Hangzhou, China; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, Hangzhou, China; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, Hangzhou, China; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, Hangzhou, China; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, Hangzhou, China",2019 IEEE International Conference of Intelligent Applied Systems on Engineering (ICIASE),"23 Apr 2020","2019","","","132","135","Based on neural network and local binary pattern algorithm, this paper builds a lightweight artificial face recognition system on chip Firefly-RK3399, with high speed, strong robustness and high recognition accuracy. Our embedded artificial intelligent face recognition system mainly consists of face detection, feature extraction and recognition. Multi-task convolutional neural network (MTCNN) under the CaffeOnACL framework is utilized for face detection, and the local binary pattern (LBP) is applied as face recognition algorithm. Experiments illustrate that our artificial intelligent embedded face recognition system has high speed and accuracy, which is easy-carrying and of high commercial value as well.","","978-1-5386-8139-8","10.1109/ICIASE45644.2019.9074104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9074104","face recognition;multi-task conventional neural network;local binary pattern;embedded system","Face recognition;Face;Face detection;Feature extraction;Databases;Convolutional neural networks;Embedded systems","","7","","7","IEEE","23 Apr 2020","26-29 April 2019","26-29 April 2019","IEEE","IEEE Conferences"
"Embedded system design: UCR's undergraduate three-course sequence","F. Vahid","Department of Computer Science and Engineering, University of California, Riverside, USA",Proceedings 2003 IEEE International Conference on Microelectronic Systems Education. MSE'03,"20 Jun 2003","2003","","","72","73","We describe a three-course upper-division undergraduate sequence at the University of California, Riverside that teaches both the principles and the practice of embedded system design. While many courses teach embedded systems programming, typically at the assembly language level, few teach the principles of the field-especially with respect to hardware and software codesign. The courses have been under development since 1994 and have been quite stable for several years. The courses are based on a new textbook that emphasizes a unified views of hardware and software. All three courses include both lectures and an extensive lab component. Feedback from students who have graduated and work in the embedded systems field has been excellent.","","0-7695-1973-3","10.1109/MSE.2003.1205260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1205260","","Embedded system;Hardware;Microprocessors;Assembly systems;Embedded software;Integrated circuit technology;Computer science;Design engineering;Embedded computing;Feedback","","2","","","IEEE","20 Jun 2003","1-2 June 2003","1-2 June 2003","IEEE","IEEE Conferences"
