"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Computer Network Fault Diagnosis Based on Neural Network","X. Deng; K. Deng; J. Su","Institute of Computer Application, China Academy of Engineering Physics, Mianyang, China; Institute of Computer Application, China Academy of Engineering Physics, Mianyang, China; Institute of Computer Application, China Academy of Engineering Physics, Mianyang, China","2021 International Conference on Networking, Communications and Information Technology (NetCIT)","11 Mar 2022","2021","","","187","190","In recent years, with the continuous development and innovation of fault diagnosis technology, network fault diagnosis technology has penetrated from traditional electronic and mechanical systems to dynamic systems such as industrial automation systems, electromechanical integration systems and computer systems. The progress of basic and applied disciplines such as mathematics, physics and informatics has provided various technical means for defect diagnosis technology and effectively promoted the rapid development of defect diagnosis technology. With the development of intelligent technology, introducing neural network (NN) technology into the field of computer network fault diagnosis has become a new type of computer network fault diagnosis technology. Considering the advantages of NN in network fault diagnosis and detection, the computer network fault detection technology based on NN has always been an important research topic. This paper introduces the basic principles and related algorithms of computer network fault diagnosis based on BPNN, and discusses how to apply NN to computer network fault detection.","","978-1-6654-0070-1","10.1109/NetCIT54147.2021.00045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9731249","NN;Computer;Network fault diagnosis","Fault diagnosis;Training;Technological innovation;Intelligent networks;Fault detection;Artificial neural networks;Computer networks","","","","16","IEEE","11 Mar 2022","26-27 Dec. 2021","26-27 Dec. 2021","IEEE","IEEE Conferences"
"Preventive Measures of Influencing Factors of Computer Network Security Technology","Y. Chen; Z. Chen","Zhejiang Meteorological Information Network Center Zhejiang Province Meteorological Bureau, Hangzhou, China; Zhejiang Meteorological Information Network Center Zhejiang Province Meteorological Bureau, Hangzhou, China",2021 IEEE International Conference on Artificial Intelligence and Computer Applications (ICAICA),"2 Aug 2021","2021","","","1187","1191","How to prevent the computer system from being interfered by external factors and maintain a strong working state is a problem that needs to be solved at present. At present, encryption and network security defense systems are important technical means of security defense. Based on this research background, the paper proposes an AES data encryption scheme in the Hadoop big data environment. The AES algorithm performs several rounds of plaintext encryption through the steps of round key addition, byte replacement, row displacement, column confusion, etc. Under the MapReduce architecture, the plaintext data is divided into multiple data fragments. The Map function is responsible for the AES algorithm encryption operation, and the Reduce function Combine encrypted data information. Finally, the paper designs a computer network security defense system that can actively discover the security threats in the network and effectively prevent them, so as to ensure the normal and safe operation of the network. At the same time, we use the encryption algorithm on the computer network security defense system. Experimental research has proved that this method can safely transmit network data packets. With the increase of computing cluster nodes, its encryption transmission efficiency continues to improve. This solution not only solves the problem of computer network data security encryption, but also realizes the parallel transmission of encrypted data in the information age.","","978-1-6654-1867-6","10.1109/ICAICA52286.2021.9498242","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9498242","computer network security;security defense system;influencing factors;prevention;data encryption","Conferences;Production;Computer architecture;Information age;Computer industry;Computer networks;Encryption","","2","","7","IEEE","2 Aug 2021","28-30 June 2021","28-30 June 2021","IEEE","IEEE Conferences"
"Computer network security issues and countermeasures","L. Chunli; L. DongHui","Department of Computer Engineering, CangZhou Normal College, CangZhou, Hebei, China; Department of Computer Engineering, CangZhou Normal College, CangZhou, Hebei, China",2012 IEEE Symposium on Robotics and Applications (ISRA),"18 Jun 2012","2012","","","328","331","The 21st century is the era of the Internet, featured by rapid development and application of computer network technology. Security issues also present themselves accompanying the emergence of computer networks. To tackle these issues, we must come up with countermeasures. In this article, the author firstly analyzes the security and reliability issues existing in computer networks, and then proposes some opinions on how to deal with the current computer network security issues, aiming to discuss this together with extensive customers in order to enhance the awareness of computer network security protection.","","978-1-4673-2207-2","10.1109/ISRA.2012.6219190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6219190","computer;network security;issues;countermeasures","Computer networks;Computers;Databases;Computer hacking;Software;Fires","","4","","7","IEEE","18 Jun 2012","3-5 June 2012","3-5 June 2012","IEEE","IEEE Conferences"
"The study on computer network security and precaution","X. Sun","Computer and Information Engineering Institute, Chifeng University, China",Proceedings of 2011 International Conference on Computer Science and Network Technology,"12 Apr 2012","2011","3","","1695","1698","With the coming of the information age, all kinds of high-techniques, such as computer science and network techniques are widely used in different fields of the society which not only have made great economic and social benefits, but also have promoted the rapid development in culture and techniques. While the openness and flexibility of computer network brought us a lot of benefit both in life and in work, it also caused a series of information security problems which put our life into danger. The thesis aims to analyze the nature of computer network security and the major factors that influence the network security, probe the existing problems and possible threats of the network system and work out an effective security precaution strategy. The analysis and strategy are quite useful for establish a safe, efficient and convenient network environment. Besides, they can strengthen the awareness of safety operation and improve the actual application. So they are of great value both in theory and practice.","","978-1-4577-1587-7","10.1109/ICCSNT.2011.6182293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6182293","computer network;security;precaution;strategy","Communication networks;Encryption;Information security;Computer networks","","3","","10","IEEE","12 Apr 2012","24-26 Dec. 2011","24-26 Dec. 2011","IEEE","IEEE Conferences"
"The Application Analysis of Artificial Intelligence in Computer Network Technology","Y. Li","Shandong Institute of Commerce and Technology, Jinan, Shandong Province, China","2021 IEEE Asia-Pacific Conference on Image Processing, Electronics and Computers (IPEC)","7 May 2021","2021","","","1126","1129","In the information age, computer network technology has covered different areas of social life and involved various fields, and artificial intelligence, as an emerging technology with a very rapid development momentum in recent years, is important in promoting the development of computer network systems. This article explains the concept of artificial intelligence technology, describes the problems faced by computer networks, further analyses the advantages of artificial intelligence and the inevitability of application in network technology, and then studies the application of artificial intelligence in computer network technology.","","978-1-7281-9018-1","10.1109/IPEC51340.2021.9421146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421146","Artificial intelligence (AI);Computer;Network security;Network technology","Electric potential;Image processing;Conferences;Information age;Computer networks;Safety;Artificial intelligence","","1","","10","IEEE","7 May 2021","14-16 April 2021","14-16 April 2021","IEEE","IEEE Conferences"
"Visual Learning Tools for Teaching/Learning Computer Networks: Cisco Networking Academy and Packet Tracer","J. Janitor; F. Jakab; K. Kniewald","Regional Cisco Networking, Computer Networks Laboratory, Technical University of Košice, Kosice, Slovakia; Regional Cisco Networking, Computer Networks Laboratory, Technical University of Košice, Kosice, Slovakia; Cisco Networking Academy, Cisco Systems Czech Republic, Prague, Czech Republic",2010 Sixth International Conference on Networking and Services,"6 May 2010","2010","","","351","355","Teaching and learning more abstract subjects, such as computer networks, where higher level of student’s imagination is necessary to understand advanced topics can be positively supported trough a technique called visual learning. Students can more easily understand and adapt the information from the subject, when they can visually see how it really works. Teachers can present the subject using animations and practical examples, rather than just talking about theory facts. This paper presents the features of a visual learning tool called Packet Tracer – a computer networks simulator, which is freely available for all Cisco Networking Academy students.","","978-1-4244-5928-5","10.1109/ICNS.2010.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5460623","Packet Tracer;Cisco Networking Academy;Visual Learning;Emerging Teaching Methods;Animation;Simulation;Teaching","Education;Computer networks;Computational modeling;Computer simulation;Electronic mail;Laboratories;Protocols;Application software;Facial animation;Wire","","45","","9","IEEE","6 May 2010","7-13 March 2010","7-13 March 2010","IEEE","IEEE Conferences"
"A computer network monitoring system","D. E. Morgan; W. Banks; D. P. Goodspeed; R. Kolanko","Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada; Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada; Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada; Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada",IEEE Transactions on Software Engineering,"26 Sep 2012","1975","SE-1","3","299","311","In order to help satisfy an apparent need for tools for monitoring the activities of a computer network, a system of special hardware and software, called a Computer Network Monitoring System (CNMS) is being implemented in the University of Waterloo Computer Communications Networks Group (CCNG). The paper discusses the motivation and derivation of the CNMS, then provides functional descriptions of most of the major hardware and software components, illustrates use of the CNMS, and lists experiments and applications. The CNMS consists of: 1) a set of hybrid monitors, each of which is controlled by a locally or remotely located computer; 2) monitor control and data analysis software; 3) a network traffic generator; 4) measurement software in each computer monitored. Each computer to be monitored is attached to a monitor. Telephone lines, possibly different from those of the network, connect the monitors to the controlling computer.","1939-3520","","10.1109/TSE.1975.6312855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6312855","Accounting for computer usage;computer instrumentation;computer networks;computer performance measurement;computer reliability","Monitoring;Computers;Software;Hardware;Computer networks;Computer architecture;Generators","","13","","","IEEE","26 Sep 2012","Sept. 1975","","IEEE","IEEE Journals"
"Multidimensional Detection and Evaluation System of Computer Network Security Based on Machine Learning Algorithm","H. Bai; Y. Weng; Q. Zhao; J. Guan","Tianjin Puxun Power Information Technology Co., Ltd., Tianjin, China; Tianjin Puxun Power Information Technology Co., Ltd., Tianjin, China; Tianjin Puxun Power Information Technology Co., Ltd., Tianjin, China; Tianjin Puxun Power Information Technology Co., Ltd., Tianjin, China",2022 IEEE 2nd International Conference on Mobile Networks and Wireless Communications (ICMNWC),"7 Feb 2023","2022","","","1","4","With the continuous development of computer technology, the problem of network security has become increasingly prominent. Traditional cryptography methods can hardly guarantee the security of personal information, property and privacy. In order to evaluate and study machine learning algorithms and make them more convenient and less costly in real life, it has become a very important topic in the current computer field. This paper first introduces the machine learning algorithm and cryptography, and the current research status at home and abroad. Secondly, it proposes intrusion detection system based on random space model, artificial neural network method and other defense strategies. Finally, a machine learning algorithm that uses clustering analysis to classify and store different kinds of feature information and realize multidimensional identity recognition is given, and MATLAB is used in the computer network security attack early warning simulation experiment. Finally, the experimental results show that the multi-dimensional detection and evaluation system performs well in the accuracy and time of malware detection, and the false detection rate is very low. This shows that the performance of the system can meet the needs of users.","","978-1-6654-9111-2","10.1109/ICMNWC56175.2022.10031286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10031286","machine learning algorithm;network security;multidimensional detection;computer network.","Wireless communication;Privacy;Machine learning algorithms;Computer hacking;Computational modeling;Computer networks;Mathematical models","","2","","12","IEEE","7 Feb 2023","2-3 Dec. 2022","2-3 Dec. 2022","IEEE","IEEE Conferences"
"Teaching Advanced Concepts in Computer Networks: VNUML-UM Virtualization Tool","A. Ruiz-Martínez; F. Pereñíguez-García; R. Marín-López; P. M. Ruiz-Martínez; A. F. Skarmeta-Gómez","Department of Information and Communications Engineering, University of Murcia, Murcia, Spain; Department of Information and Communications Engineering, University of Murcia, Murcia, Spain; Department of Information and Communications Engineering, University of Murcia, Murcia, Spain; Department of Information and Communications Engineering, University of Murcia, Murcia, Spain; Department of Information and Communications Engineering, University of Murcia, Murcia, Spain",IEEE Transactions on Learning Technologies,"12 Mar 2013","2013","6","1","85","96","In the teaching of computer networks the main problem that arises is the high price and limited number of network devices the students can work with in the laboratories. Nowadays, with virtualization we can overcome this limitation. In this paper, we present a methodology that allows students to learn advanced computer network concepts through hands-on experience with the VNUML-UM virtualization tool, which is offered freely as a resource for the practical teaching of mobility, load balancing, and high availability. To verify the utility of using the VNUML-UM virtualization tool in the teaching of advanced computer network concepts, we have performed some opinion polls to the students during the last three academic years. The obtained results confirm that our students agree that the VNUML-UM enables an enhanced learning process of the different concepts and their practical skills. This perception is also confirmed by the final marks obtained by the students, which have considerably improved along the years. To the best our knowledge, this paper presents the first experience that provides results on the use of virtualization to teach advanced concepts in the field of computer networks.","1939-1382","","10.1109/TLT.2013.2","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6409361","Computer networks;Computer science education;Network topology;Simulation;Education;Virtual machining;Computer aided instruction;Electronic learning;Information science;educational simulations;Computer networks;Computer science education;Network topology;Simulation;Education;Virtual machining;Computer aided instruction;Electronic learning;Information science;computer networks;Computer networks;Computer science education;Network topology;Simulation;Education;Virtual machining;Computer aided instruction;Electronic learning;Information science;teaching/learning strategies;Computer and information science education;virtualization software tools;virtual labs","Computer networks;Computer science education;Network topology;Simulation;Education;Virtual machining;Computer aided instruction;Electronic learning;Information science","","21","","30","IEEE","10 Jan 2013","Jan.-March 2013","","IEEE","IEEE Journals"
"Performance evaluation of a hierarchical hybrid adaptive routing algorithm for large scale computer communication networks","F. Amer; Y. . -N. Lien; A. Ghieth","Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA; Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA; Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA",[1988] Proceedings. Computer Networking Symposium,"6 Aug 2002","1988","","","266","275","A hierarchical hybrid adaptive routing algorithm (HHARA) is presented for dynamic large-scale computer communication networks (LSCCN). The performance of the proposed algorithm is evaluated and compared to that of nonhierarchical routing algorithms by simulation experiments on a 50-node network model. The major evaluation criteria are reliability, communication overhead, computation overhead, and average packet delay. A fixed routing algorithm, the most recent ARPANET routing algorithm, and HHARA are compared using simulation experiments. The simulation study indicates that HHARA makes a good balance between the reduction of routing database maintenance overhead, and the global routing capability as well as the local adaptivity to the network changes.<>","","0-8186-0835-8","10.1109/CNS.1988.5005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5005","","Routing;Computational modeling;Large-scale systems;Computer networks;Communication networks;Computer network reliability;Telecommunication network reliability;Delay;ARPANET;Databases","","6","1","","IEEE","6 Aug 2002"," 1988"," 1988","IEEE","IEEE Conferences"
"Learning Computer Network with Auxiliary Software","C. Yuan","School of Computer Science & Software, Tianjin Polytechnic University, Tianjin, China",2010 Second International Workshop on Education Technology and Computer Science,"6 May 2010","2010","3","","427","430","Computer network course is a fundamental course for the computer major college student which explains the architecture of network based on TCP/IP. But because the course is abstract in some degree, it’s hard for students to understand. We propose a learning method that utilizes the auxiliary software to simulate the network topology and configure the network protocols for the students to understand and analyze the learned network knowledge in time. After practicing for several years, we find this method is very helpful for student to study computer network course.","","978-1-4244-6389-3","10.1109/ETCS.2010.368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5459619","computer network teaching;simulation software;network monitoring software","Computer networks;Computer architecture;Protocols;Physical layer;TCPIP;Computational modeling;Education;IP networks;Computer science;Analytical models","","","","6","IEEE","6 May 2010","6-7 March 2010","6-7 March 2010","IEEE","IEEE Conferences"
"Research on the Application Risk of Computer Network Security Technology","B. Guo; W. Zhao; P. Chen; C. Zhang; Z. Sun; W. Feng","SWJTU-Leeds Joint School, Southwest Jiaotong University, Chengdu, China; School of Public Administration, Huazhong Agricultural University, Wulanchabu, China; School of Energy and Power Engineering, Xi'an Jiaotong University, Xi'an, China; School of Petroleum Engineering and Environmental Engineering, Yan’an University, Yan’an, China; School of Physics and Physical Engineering, Qufu Normal University, Qufu, China; School of Electrical and Computer Engineering, Nanfang College of Guangzhou, Guangzhou, China","2023 International Conference on Networking, Informatics and Computing (ICNETIC)","6 Sep 2023","2023","","","36","39","In the new era, computer network security issues have attracted more and more attention. How to use the latest technology to strengthen the network operating environment and prevent data information leakage has become the focus of network security management. This paper studies the computer network security technology in the era of big data. First, it is proposed that network data has the characteristics of high security factor, fast computing efficiency, and resource sharing. Secondly, it analyzes the security risks of computer networks to clarify the existing virus intrusion risks and network security. Vulnerabilities and operating system risks are different types. Finally, it focuses on the realization path of computer network security technology, and introduces the application points of firewall technology, data encryption technology and PKI technology.","","979-8-3503-1331-4","10.1109/ICNETIC59568.2023.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10236808","big data era;network security technology;computer;application","Information resources;Firewalls (computing);Network security;Big Data;Information leakage;Computer networks;Encryption","","3","","7","IEEE","6 Sep 2023","29-31 May 2023","29-31 May 2023","IEEE","IEEE Conferences"
