"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Hybrid intelligent systems and cognitive robotics","S. Wermter","University of Sunderland, UK",Fifth International Conference on Hybrid Intelligent Systems (HIS'05),"6 Feb 2006","2005","","","1 pp.","","Summary form only given. There has been substantial progress in both intelligent systems and robotics in recent years. While in the past robots were most successful in traditional industrial environments, new generations of hybrid intelligent robotic systems are being developed which focus on higher cognitive capabilities, including reasoning learning and language communication. In this paper we give an overview of learning neural robots from a perspective of integrative hybrid intelligent systems and illustrate some new developments including also examples under development in the Centre for Hybrid Intelligent Systems.","","0-7695-2457-5","10.1109/ICHIS.2005.58","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1587716","","Hybrid intelligent systems;Cognitive robotics;Intelligent robots;Service robots;Neuroscience;USA Councils;Books;Natural language processing;Communication industry;Hybrid power systems","","","","","IEEE","6 Feb 2006","6-9 Nov. 2005","6-9 Nov. 2005","IEEE","IEEE Conferences"
"Developing a Mobile App to Control and Enhance Communication for Swarm Robotics","S. Kurapati; I. Lal; D. Pamukuntla; F. Zaidi; V. P. Kumar",San Jose State University; San Jose State University; San Jose State University; San Jose State University; San Jose State University,2025 IEEE Integrated STEM Education Conference (ISEC),"8 Sep 2025","2025","","","1","4","Swarm robotics entails the collective motion of multiple robots to perform tasks efficiently. Integrating an advanced software interface to communicate and coordinate each robot would enhance the swarm movement. In the project's initial phase, nine EV3 robots were assembled and each robot was equipped with an infrared sensor. The analysis showed that the swarm robotic moments were just 20% effective and success to reach the expected destination was 40%. In Phase 2 a homogeneous motion was demonstrated by relying on its information on the surrounding robots to move collectively. LAFVIN 4WD Smart Robot Cars were used, and the line tracking and obstacle avoidance methodology was implemented using IR sensors and a Python-based controlling program using Arduino. Motion analysis was performed to check the behavior of the robots that were plotted as a function of their position. 95% of the robots reached their destination and overall swarm movement accuracy was about 80%. Our Phase 1 and 2 tests and their results point to the fact that the software enhancements would support the required swarm movement. An app was developed, which can be used in Android devices for effective communication between robots using the HC-06 Bluetooth module. This communication allows the robots to interact effectively and were able to track the coordinates of the robots and send the signals back to them for enhancing their swarm movement with improved line tracking and obstacle avoidance. To develop the app, an MIT App Inventor was employed to design and implement backend and frontend software development.","2473-7623","979-8-3315-1343-6","10.1109/ISEC64801.2025.11147265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11147265","Bluetooth;Homogeneous;MIT App Inventor;Swarm Movement","Accuracy;Bluetooth;Tracking;Robot kinematics;Swarm robotics;Robot sensing systems;Software;Mobile applications;Collision avoidance;Intelligent sensors","","","","9","IEEE","8 Sep 2025","15-15 March 2025","15-15 March 2025","IEEE","IEEE Conferences"
"Shared Autonomy in Swarm Robotics Algorithms for Search and Rescue Missions","M. Ghaly; F. Amgad; M. Salieb; R. ElGahawy; R. Bahaa; A. Amr; M. AbdelElSalam; M. Ellethy; T. ElBatt; N. ElSayed","Department of Computer Science and Engineering, The American University in Cairo, Cairo, Egypt; Department of Computer Science and Engineering, The American University in Cairo, Cairo, Egypt; Department of Computer Science and Engineering, The American University in Cairo, Cairo, Egypt; Department of Computer Science and Engineering, The American University in Cairo, Cairo, Egypt; Department of Computer Science and Engineering, The American University in Cairo, Cairo, Egypt; Department of Computer Science and Engineering, The American University in Cairo, Cairo, Egypt; Siemens Digital Industries Software, Cairo, Egypt; Siemens Digital Industries Software, Cairo, Egypt; Department of Computer Science and Engineering, The American University in Cairo, Cairo, Egypt; Benha University, Cairo, Egypt",2025 7th Novel Intelligent and Leading Emerging Sciences Conference (NILES),"14 Nov 2025","2025","","","443","447","This paper presents a digital twin-based framework that integrates shared autonomy into swarm robotics systems for Search and Rescue (SAR) missions. This proposed framework preserves the autonomy of the swarm, but still enables human operators to intervene in edge cases. The system utilizes ROS 2 and a Dockerized private cloud to support distributed control, mission simulation, and selective human oversight. To evaluate the effectiveness of human intervention, we conduct experiments comparing it with the fully autonomous mode. The key metrics investigated were execution time and area coverage. Results prove that shared autonomy improves responsiveness, and increases area coverage. These results highlight the potential of shared autonomy to enhance the efficiency of swarm robotic fleets in critical SAR scenarios.","","979-8-3315-9168-7","10.1109/NILES68063.2025.11232022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11232022","","Measurement;Cloud computing;Decentralized control;Swarm robotics","","","","15","IEEE","14 Nov 2025","25-27 Oct. 2025","25-27 Oct. 2025","IEEE","IEEE Conferences"
"Learning Automata-Based Multi-target Search Strategy Using Swarm Robotics","J. Zhang; P. Zu; H. Liu","Department of Computer Science and Technology, Tongji University, Shanghai, China; Department of Computer Science and Technology, Tongji University, Shanghai, China; Department of Computer Science and Technology, Tongji University, Shanghai, China",2021 11th International Conference on Information Science and Technology (ICIST),"3 Jun 2021","2021","","","416","421","Swarm robotics is widely studied in multi-target search problem because of its low cost and adaptability in dangerous environments. But current multi-target search strategies have the problem of searching the same area repeatedly and are difficult to search the undetected area effectively. This paper proposes a learning automata-based multi-target search strategy (LAS). The strategy divides the search space into multiple cells and initializes each cell with an equal search probability. The probability distribution of cells is learned and updated by a learning automaton and employed to assign robots to search cells. If a robot detects the presence of a target in an assigned cell, it uses the simulated annealing algorithm to search the exact location of the target. The experimental results demonstrate that the proposed strategy significantly improves the search efficiency compared with the state-of-the-art methods.","2573-3311","978-1-6654-1266-7","10.1109/ICIST52614.2021.9440567","Shanghai Municipal Education Commission; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9440567","Swarm robots;multi-target search;learning automata","Information science;Learning automata;Swarm robotics;Simulated annealing;Interference;Search problems;Probability distribution","","","","25","IEEE","3 Jun 2021","21-23 May 2021","21-23 May 2021","IEEE","IEEE Conferences"
"Adaptable Platform for Interactive Swarm Robotics (APIS): A Human-Swarm Interaction Research Testbed","N. Dhanaraj; N. Hewitt; C. Edmonds-Estes; R. Jarman; J. Seo; H. Gunner; A. Hatfield; T. Johnson; L. Yifru; J. Maffeo; G. Pereira; J. Gross; Y. Gu",Worcester Polytechnic Institute; University of North Carolina Charlotte; Bowdoin College; Loyola University Maryland; Vanderbilt University; Centre College; Concord University; West Virginia University; West Virginia University; California University of Pennsylvania; West Virginia University; West Virginia University; West Virginia University,2019 19th International Conference on Advanced Robotics (ICAR),"6 Feb 2020","2019","","","720","726","This paper describes the Adaptable Platform for Interactive Swarm robotics (APIS) - a testbed designed to accelerate development in human-swarm interaction (HSI) research. Specifically, this paper presents the design of a swarm robot platform composed of fifty low cost robots coupled with a testing field and a software architecture that allows for modular and versatile development of swarm algorithms. The motivation behind developing this platform is that the emergence of a swarm's collective behavior can be difficult to predict and control. However, human-swarm interaction can measurably increase a swarm's performance as the human operator may have intuition or knowledge unavailable to the swarm. The development of APIS allows researchers to focus on HSI research, without being constrained to a fixed ruleset or interface. A short survey is presented that offers a taxonomy of swarm platforms and provides conclusions that contextualize the development of APIS. Next, the motivations, design and functionality of the APIS testbed are described. Finally, the operation and potential of the platform are demonstrated through two experimental evaluations.","","978-1-7281-2467-4","10.1109/ICAR46387.2019.8981628","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8981628","","Robot sensing systems;Hardware;Robot kinematics;Swarm robotics;Educational robots","","7","","33","IEEE","6 Feb 2020","2-6 Dec. 2019","2-6 Dec. 2019","IEEE","IEEE Conferences"
"Continuum Robots for Medical Applications: A Survey","J. Burgner-Kahrs; D. C. Rucker; H. Choset","Center of Mechatronics, Leibniz Universität Hannover, Hannover, Germany; Department of Mechanical, Aerospace and Biomedical Engineering, University of Tennessee, Knoxville, TN, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA",IEEE Transactions on Robotics,"19 May 2017","2015","31","6","1261","1280","In this paper, we describe the state of the art in continuum robot manipulators and systems intended for application to interventional medicine. Inspired by biological trunks, tentacles, and snakes, continuum robot designs can traverse confined spaces, manipulate objects in complex environments, and conform to curvilinear paths in space. In addition, many designs offer inherent structural compliance and ease of miniaturization. After decades of pioneering research, a host of designs have now been investigated and have demonstrated capabilities beyond the scope of conventional rigid-link robots. Recently, we have seen increasing efforts aimed at leveraging these qualities to improve the frontiers of minimally invasive surgical interventions. Several concepts have now been commercialized, which are inspiring and enabling a current paradigm shift in surgical approaches toward flexible access routes, e.g., through natural orifices such as the nose. In this paper, we provide an overview of the current state of this field from the perspectives of both robotics science and medical applications. We discuss relevant research in design, modeling, control, and sensing for continuum manipulators, and we highlight how this work is being used to build robotic systems for specific surgical procedures. We provide perspective for the future by discussing current limitations, open questions, and challenges.","1941-0468","","10.1109/TRO.2015.2489500","Deutsche Forschungsgemeinschaft(grant numbers:BU2935/1-1); National Science Foundation(grant numbers:CMMI-1427122,IIS-1327597); NSF/NASA/NIH/USDA/DOD; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7314984","Continuous robot manipulator;continuum robot;hyper-redundant robot;robot-assisted surgery;soft robotics;surgical robotics;Continuous robot manipulator;continuum robot;hyper-redundant robot;robot-assisted surgery;soft robotics;surgical robotics","Manipulators;Robot kinematics;Robot sensing systems;Surgery;Medical robotics","","1366","4","223","IEEE","2 Nov 2015","Dec. 2015","","IEEE","IEEE Journals"
"XBotCore: A Real-Time Cross-Robot Software Platform","L. Muratore; A. Laurenzi; E. M. Hoffman; A. Rocchi; D. G. Caldwell; N. G. Tsagarakis","School of Electrical and Electronic Engineering, The University of Manchester, UK; Advanced Robotics Department (ADVR), Istituto Italiano di Tecnologia, Genova, Italy; Advanced Robotics Department (ADVR), Istituto Italiano di Tecnologia, Genova, Italy; Advanced Robotics Department (ADVR), Istituto Italiano di Tecnologia, Genova, Italy; Advanced Robotics Department (ADVR), Istituto Italiano di Tecnologia, Genova, Italy; Advanced Robotics Department (ADVR), Istituto Italiano di Tecnologia, Genova, Italy",2017 First IEEE International Conference on Robotic Computing (IRC),"15 May 2017","2017","","","77","80","In this work we introduce XBotCore (Cross-Bot-Core), a light-weight, Real-Time (RT) software platform for EtherCAT-based robots. XBotCore is open-source and is designed to be both an RT robot control framework and a software middleware. It satisfies hard RT requirements, while ensuring 1 kHz control loop even in complex Multi-Degree-Of-Freedom systems. It provides a simple and easy-to-use middleware Application Programming Interface (API), for both RT and non-RT control frameworks. This API is completely flexible with respect to the framework a user wants to utilize. Moreover it is possible to reuse the code written using XBotCore API with different robots (cross-robot feature). In this paper, the XBotCore design and architecture will be described and experimental results on the humanoid robot WALK-MAN [17], developed at the Istituto Italiano di Tecnologia (IIT), will be presented.","","978-1-5090-6724-4","10.1109/IRC.2017.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7926518","Robotics software architecture;Real-time robotics;Software architecture design;Robotic middlewares;Humanoid robot control","Robot kinematics;Middleware;Robot sensing systems;Control systems;Message systems","","63","","19","IEEE","15 May 2017","10-12 April 2017","10-12 April 2017","IEEE","IEEE Conferences"
"Raven-II: An Open Platform for Surgical Robotics Research","B. Hannaford; J. Rosen; D. W. Friedman; H. King; P. Roan; L. Cheng; D. Glozman; J. Ma; S. N. Kosari; L. White","Biorobotics Laboratory, University of Washington, Seattle, WA, USA; Human Bionics Laboratory, University of California, Santa Cruz, CA, USA; Intuitive Surgical, Inc., Sunnyvale, CA, USA; Biorobotics Laboratory, Unviersity of Washington, Seattle, WA, USA; Robert Bosch LLC Research and Technology Center, Palo Alto, CA, USA; Biorobotics Laboratory, Unviersity of Washington, Seattle, WA, USA; Human Bionics Laboratory, University of California, Santa Cruz, CA, USA; Human Bionics Laboratory, University of California, Santa Cruz, CA, USA; Biorobotics Laboratory, Unviersity of Washington, Seattle, WA, USA; Biorobotics Laboratory, Unviersity of Washington, Seattle, WA, USA",IEEE Transactions on Biomedical Engineering,"18 Mar 2013","2013","60","4","954","959","The Raven-II is a platform for collaborative research on advances in surgical robotics. Seven universities have begun research using this platform. The Raven-II system has two 3-DOF spherical positioning mechanisms capable of attaching interchangeable four DOF instruments. The Raven-II software is based on open standards such as Linux and ROS to maximally facilitate software development. The mechanism is robust enough for repeated experiments and animal surgery experiments, but is not engineered to sufficient safety standards for human use. Mechanisms in place for interaction among the user community and dissemination of results include an electronic forum, an online software SVN repository, and meetings and workshops at major robotics conferences.","1558-2531","","10.1109/TBME.2012.2228858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6363574","Open source;research platform;surgical robot","Robots;Instruments;Surgery;Software;Educational institutions;Hardware;Animals","Biomedical Research;Equipment Design;Humans;Internet;Robotics;Software;Surgery, Computer-Assisted","324","","17","IEEE","29 Nov 2012","April 2013","","IEEE","IEEE Journals"
"A Model-Based Sensor Fusion Approach for Force and Shape Estimation in Soft Robotics","S. E. Navarro; S. Nagels; H. Alagi; L. -M. Faller; O. Goury; T. Morales-Bieze; H. Zangl; B. Hein; R. Ramakers; W. Deferme; G. Zheng; C. Duriez","DEFROST at Inria Lille-Nord Europe and CRIStAL-Centre de Recherche en Informatique Signal et Automatique de Lille, Villeneuve d’Ascq, France; Institute for Materials Research (IMO), Hasselt University, Hasselt, Belgium; Institute for Anthropomatics and Robotics - Intelligent Process Control and Robotics Lab, Karlsruhe Institute of Technology, Karlsruhe, Germany; Institute for System Engineering and Systems Design-Robotics Lab, Carinthia University of Applied Sciences, Villach, Austria; DEFROST at Inria Lille-Nord Europe and CRIStAL-Centre de Recherche en Informatique Signal et Automatique de Lille, Villeneuve d’Ascq, France; DEFROST at Inria Lille-Nord Europe and CRIStAL-Centre de Recherche en Informatique Signal et Automatique de Lille, Villeneuve d’Ascq, France; Sensors and Actuators Department, Institute of Smart System Technologies, Alpen-Adria-Universität Klagenfurt, Klagenfurt am Wörthersee, Austria; Institute for Anthropomatics and Robotics - Intelligent Process Control and Robotics Lab, Karlsruhe Institute of Technology, Karlsruhe, Germany; Hasselt University, Hasselt, Belgium; Institute for Materials Research (IMO), Hasselt University, Hasselt, Belgium; DEFROST at Inria Lille-Nord Europe and CRIStAL-Centre de Recherche en Informatique Signal et Automatique de Lille, Villeneuve d’Ascq, France; DEFROST at Inria Lille-Nord Europe and CRIStAL-Centre de Recherche en Informatique Signal et Automatique de Lille, Villeneuve d’Ascq, France",IEEE Robotics and Automation Letters,"24 Jul 2020","2020","5","4","5621","5628","In this letter, we address the challenge of sensor fusion in Soft Robotics for estimating forces and deformations. In the context of intrinsic sensing, we propose the use of soft capacitive sensing to find a contact’s location, and the use of pneumatic sensing to estimate the force intensity and the deformation. Using a FEM-based numerical approach, we integrate both sensing streams and model two Soft Robotics devices we have conceived. These devices are a Soft Pad and a Soft Finger. We show in an evaluation that external forces on the Soft Pad can be estimated and that the shape of the Soft Finger can be reconstructed.","2377-3766","","10.1109/LRA.2020.3008120","Region Hauts-de-France(grant numbers:ANR-17-ERC2-0029); European Regional Development Fund(grant numbers:ANR-19-CE19-0026); Project Inventor (I-SITE ULNE, le programme d’Investissements d’Avenir, Métropole Européenne de Lille); Federal Ministry of Education and Research (Bundesministerium für Bildung und Forschung, BMBF)(grant numbers:16SV7823 K); Department of Education of Guangdong Province(grant numbers:2019KZDXM037); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9137639","Modeling, control, and learning for soft robots;soft sensors and actuators;soft robot materials and design;force and tactile sensing","Robot sensing systems;Electrodes;Strain;Shape;Soft robotics;Fingers","","72","","16","IEEE","9 Jul 2020","Oct. 2020","","IEEE","IEEE Journals"
"Application of inertial sensors in rehabilitation robotics","E. Rocon; J. C. Moreno; A. F. Ruiz; F. Brunetti; J. A. Miranda; J. L. Pons","Biomedical Engineering Group, Consejo Superior de Investigaciones Cientificas, Madrid, Spain; Biomedical Engineering Group, Consejo Superior de Investigaciones Cientificas, Madrid, Spain; Biomedical Engineering Group, Consejo Superior de Investigaciones Cientificas, Madrid, Spain; Biomedical Engineering Group, Consejo Superior de Investigaciones Cientificas, Madrid, Spain; Technaid S.L., Spain; Biomedical Engineering Group, Consejo Superior de Investigaciones Cientificas, Madrid, Spain",2007 IEEE 10th International Conference on Rehabilitation Robotics,"14 Jan 2008","2007","","","145","150","Microelectromechanical systems (MEMS) are revolutionizing a multitude of industries world wide, from consumer products to the scientific community. Rehabilitation robotics is a robotic field specially interested in using the advantages of inertial sensors. The essential aspect in this area is the intrinsic interaction between human and robot, which imposes several restrictions in the design of this sort of robots. This paper addresses the analysis of the application of inertial sensors as sensing technologies in controlled orthotic devices with a detailed analysis with two biomechatronic robotics rehabilitation exoskeletons, one for the upper and other for the lower limb. Eventually, the results and conclusion of the experiments are given.","1945-7901","978-1-4244-1319-5","10.1109/ICORR.2007.4428420","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4428420","inertial sensing;orthotics;rehabilitation robotics;MEMS","Rehabilitation robotics;Robot sensing systems;Service robots;Human robot interaction;Microelectromechanical systems;Micromechanical devices;Consumer products;Biosensors;Orthotics;Biomechatronics","","12","7","14","IEEE","14 Jan 2008","13-15 June 2007","13-15 June 2007","IEEE","IEEE Conferences"
"Analysis of Swarm Robotics Cooperative Control Strategy from the Patent Perspective","X. Fang; H. Xu; B. Chen; K. Fang; G. Li; Z. Mao; L. Zheng; J. Jiang","College of Mechanical and Electrical Engineering, Quzhou College of Technology, Quzhou, China; General Manager's Office, Zhejiang Jinzhe Industrial Equipment Co., Ltd., Quzhou, China; General Manager's Office, Quzhou Feirui Special Ceramics Co., Ltd., Quzhou, China; College of Mechanical and Electrical Engineering, Quzhou College of Technology, Quzhou, China; R & D Department, Quzhou Hixee Electronic Technology Co., Ltd., Quzhou, China; General Manager's Office, State Grid Zhejiang Electric Power Co., Ltd., Quzhou, China; Agency Department, Runping & Partners, Beijing, China; College of Mechanical and Electrical Engineering, Quzhou College of Technology, Quzhou, China",2022 International Symposium on Intelligent Robotics and Systems (ISoIRS),"2 Aug 2023","2022","","","159","164","This paper aims to explore the swarm robotics cooperative control strategy development status and predict the future development trend. Taking swarm robotics cooperative control strategy as the research object, the research method of patent analysis is applied to study patent portfolio strategy from data analysis of the technology development trend, regional distribution, applicant distribution, high value patent. Through visual diagram to show innovation and research and development situation in this field. The results indicated that China got the maximum number of applications and the United States got the second. The number of high-value patents is relatively small, and the patent portfolio strategy needs to be further improved. This paper predicts that the future development direction of this technology mainly focuses on two technical directions: swarm intelligence and self-organizing collaborative strategy.","","978-1-6654-5521-3","10.1109/ISoIRS57349.2022.00039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10196728","Swarm robotics;Cooperative control;Patent portfolio strategy;Swarm intelligence;Multirobot systems","Patents;Technological innovation;Scalability;Swarm robotics;Collaboration;Market research;Particle swarm optimization","","1","","18","IEEE","2 Aug 2023","14-16 Oct. 2022","14-16 Oct. 2022","IEEE","IEEE Conferences"
"Mechatronics and robotics in Europe","P. Drews; G. Starke","Eur. Centre for Mechatronics, Aachen, Germany; Eur. Centre for Mechatronics, Aachen, Germany",Proceedings of IECON '93 - 19th Annual Conference of IEEE Industrial Electronics,"6 Aug 2002","1993","","","7","13 vol.1","The synergic interaction between mechanical and electrical engineering and computer science, characterised by the synonym mechatronics, is a relatively new approach in modern engineering. Mechatronics is most obvious in the field of robotics. The demands for mechatronic systems are considerable in many key industrial areas. Therefore, this paper presents a brief survey of mechatronic approaches in research and development of high technology processes, and their application in various fields of industry. The approaches presented have been developed in context of the introduction of advanced robotics and information technology into modern production automation.<>","","0-7803-0891-3","10.1109/IECON.1993.339115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=339115","","Mechatronics;Europe;Service robots;Robotics and automation;Electrical engineering;Computer science;Electrical products industry;Research and development;Information technology;Production","","3","","4","IEEE","6 Aug 2002","15-19 Nov. 1993","15-19 Nov. 1993","IEEE","IEEE Conferences"
"Dynamic resource allocation for machine to cloud communications robotics cloud","B. Dhiyanesh","Nehru Institute ofEngineering and Technology, CSE, Coimbatore, India",2012 International Conference on Emerging Trends in Electrical Engineering and Energy Management (ICETEEEM),"8 Apr 2013","2012","","","451","454","The computation and information sharing capabilities of networked robotics by proposing a clond robotic architecture. The cloud robotics architecture leverages the combination of a virtual ad-hoc clond formed by machine-to-machine (M2M) communications among participating robots, and an infrastructure cloud enabled by machine-to-cloud (M2C) communications. Clond robotics utilizes elastic computing models, in which resources are dynamically allocated from a shared resource pool in the clond, to support task offloading and information sharing In robotic applications. The propose communication protocols, and several elastic computing models to handle different applications. The technical challenges in computation, communications and security, and illustrate the potential benefits of cloud robotics in several applications.","","978-1-4673-4633-7","10.1109/ICETEEEM.2012.6494498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6494498","robotics;elastic computing;cloud computing;machine-to-machine communication","Robots;Cloud robotics;Robot sensing systems;Computational modeling;Machine-to-machine communications;Elastic computing;Service robots;Computer architecture;Ad hoc networks;Virtual machines","","12","","5","IEEE","8 Apr 2013","13-15 Dec. 2012","13-15 Dec. 2012","IEEE","IEEE Conferences"
"3D-icon based user interaction for robot programming by demonstration","H. Friedrich; H. Hofmann; R. Dillmann","Inst. for Real-Time Comput. Syst. & Robotics, Karlsruhe Univ., Germany; Institute for Real-Time Computer Systems & Robotics IPR, University of Karlsruhe, Karlsruhe, Germany; Institute for Real-Time Computer Systems & Robotics IPR, University of Karlsruhe, Karlsruhe, Germany",Proceedings 1997 IEEE International Symposium on Computational Intelligence in Robotics and Automation CIRA'97. 'Towards New Computational Principles for Robotics and Automation',"6 Aug 2002","1997","","","240","245","Within the last years the programming by demonstration (PbD) programming methodology gained more and more attention in robotics. However, a high quality way of human-robot interaction is crucial for a successful application of the PbD methodology in robotics. Hypotheses derived from the programming system, and control knowledge included in a generated robot program has to be checked back with and to be verified by the user in order to avoid potentially harmful errors that lead to faulty code. This paper describes a method for user-robot interaction that is based on 3D-icons and supports and facilitates the programming process in a robot programming by demonstration system significantly.","","0-8186-8138-1","10.1109/CIRA.1997.613864","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=613864","","Robot programming;Service robots;Robot sensing systems;Control systems;Sensor systems;Humans;Robustness;Real time systems;Intellectual property;Electronic mail","","6","","11","IEEE","6 Aug 2002","10-11 July 1997","10-11 July 1997","IEEE","IEEE Conferences"
"Epipolar-kinematics relations estimation neural approximation for robotics closed loop visual servo system","E. Matter","University of Bahrain, Bahrain",2010 The 2nd International Conference on Computer and Automation Engineering (ICCAE),"19 Apr 2010","2010","5","","441","445","This article studies a possibility of using a learning system for learning the complicated kinematics relating object features to robotics arm joint space. To achieve visual tracking, visual servoing and control for object manipulation without losing it from a robotics system, it is essential to relate a number of object's geometrical features to a robotics system joint space. Object visual data play important role in such sense. Most robotics visual servo systems rely on object features Jacobian, in addition to the inverse. Object visual features inverse Jacobian is not easily put together and computed, hence to use such relation in a visual loops. A neural system have been used to approximate such relations, hence avoiding computing object's feature inverse Jacobian, even at singular Jacobian postures. To validate the concept, the visual servo loop developed by Rives [1] has been rather updated and used as a test bench problem.","","978-1-4244-5586-7","10.1109/ICCAE.2010.5451239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5451239","Neural Robotics Control;Visual Servoing;Epipolar Geometry;Jacobian Estimation","Servomechanisms;Jacobian matrices;Robot sensing systems;Orbital robotics;Robot kinematics;Cameras;Visual servoing;Robot vision systems;Computational geometry;Mathematical model","","3","","7","IEEE","19 Apr 2010","26-28 Feb. 2010","26-28 Feb. 2010","IEEE","IEEE Conferences"
"RoboEduc: A pedagogical tool to support educational robotics","S. Thomaz; A. Aglaé; C. Fernandes; R. Pitta; S. Azevedo; A. Burlamaqui; A. Silva; L. M. G. Gonçalves","Computing Engineering, Universidade Federal do Rio Grande do Norte, Brazil; Universidade Federal do Rio Grande do Norte, Brazil; Electrical and Computing Engineering, Universidade Federal do Rio Grande do Norte, Brazil; Electrical and Computing Engineering, Universidade Federal do Rio Grande do Norte, Brazil; Electrical and Computing Engineering, Universidade Federal do Rio Grande do Norte, Brazil; Electrical and Computing Engineering, Universidade Federal do Rio Grande do Norte, Brazil; Electrical and Computing Engineering, Universidade Federal do Rio Grande do Norte, Brazil; Computing Engineering, Universidade Federal do Rio Grande do Norte, Brazil",2009 39th IEEE Frontiers in Education Conference,"8 Dec 2009","2009","","","1","6","In this paper, we reflect upon the employment of educational robotics as a tool to help the learning process inside elementary school. The primary objective is to introduce an environment for educational robotics, creating a basis for adoption of new educational methods. Based on such technological tools, we came out with a motivating and innovative instrument in the process of teaching and learning that can be used as a tool against digital exclusion. We show experiments and results of a digital inclusion project running at the periphery of Natal, Rio Grande do Norte, Brazil. The main objective is to lead children to learn about and accept the new technological resources, in this case computers and robots. We report the learning process of digitally excluded children as well as the benefits of educational robotics in the intellectual formation of marginalized children in Brazilian society. We verify, in practice, that robots and computer can be combined as a very nice tool to enrich and stimulate the teaching work, optimizing the pedagogical practice. This is a social initiative that certainly benefits present and future generations.","2377-634X","978-1-4244-4715-2","10.1109/FIE.2009.5350439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5350439","Education;RoboEduc;Educational robotics","Educational robots;Educational institutions;Educational technology;Instruments;Collaborative work;Employment;Computer science education;Acceleration;Rhythm;Context","","31","","7","IEEE","8 Dec 2009","18-21 Oct. 2009","18-21 Oct. 2009","IEEE","IEEE Conferences"
"Educational robotics as learning tools within the teaching and learning practice","N. Eteokleous; D. Ktoridou","Department of Education, Frederick University, Limassol, Cyprus; Department of Management & MIS, University of Nicosia, Nicosia, Cyprus",2014 IEEE Global Engineering Education Conference (EDUCON),"5 Jun 2014","2014","","","1055","1058","The current study examines the integration of robotics as a learning tool (mindtool) in the teaching and learning process and its effectiveness in achieving specific learning objectives. Study's sample was twenty-one, 2nd graders that attended eleven lessons, in October - November 2012. To achieve the above the educational robotics package Lego Mindstorms NXT was used. Case study methodology was employed and 3 data collection methods were used: reflective journals, classroom observations and an evaluation assignment. The students managed to easily build the robots and relatively easily program the robots. The study highlights robotics' effectiveness as a tool to develop students' knowledge and skills, and achieve specific learning objectives and its important role in developing student-centered environments.","2165-9567","978-1-4799-3191-0","10.1109/EDUCON.2014.6826237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6826237","Lego Mindstorms NXT;Educational Robotics;higher educatiuon","Computers;Educational institutions;Programming profession;Robot sensing systems","","14","","30","IEEE","5 Jun 2014","3-5 April 2014","3-5 April 2014","IEEE","IEEE Conferences"
