"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A framework for Security and protection in Internet of things (IoT) devices","K. Jaswal; N. Kashyap; M. Singla; T. Choudhury","Amity University, Uttar Pradesh, India; Amity University, Uttar Pradesh, India; Om Institute of Technology & Management, Hisar, India; Asst. Prof. Senior Grade, SCS, Virtualization Dept., University of Petroleum and Energy Studies, Dehradun, India","2018 International Conference on Communication, Computing and Internet of Things (IC3IoT)","18 Mar 2019","2018","","","123","126","These days Internet of Things (IoT) has transformed into an extreme ponder which created strides in practically all fields of human life. This examination paper gives a survey of Internet of things and its engaging developments, security issues and creating applications in the remote progressions. There are enormous number of employments of Internet of things in essentially all aspects of life i.e. therapeutic administrations, collaborations and generation organize organization, savvy condition and social application et cetera thusly security is a fundamental stress of remote frameworks accordingly it is one of the rule issues in Internet of things. The following paper will provide a layout of some of the various security stresses in an Internet of things system, perils identified with it, challenges and a framework to protect Iot devices from such security issues.","","978-1-5386-2459-3","10.1109/IC3IoT.2018.8668121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8668121","internet of things;layers;RFID labels;remote technologies","Handheld computers;Internet of Things;Conferences","","2","","12","IEEE","18 Mar 2019","15-17 Feb. 2018","15-17 Feb. 2018","IEEE","IEEE Conferences"
"Tornado: Enabling Blockchain in Heterogeneous Internet of Things Through a Space-Structured Approach","Y. Liu; K. Wang; K. Qian; M. Du; S. Guo","College of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China; Department of Electrical and Computer Engineering, University of California at Los Angeles, Los Angeles, USA; College of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China; Department of Computing, Hong Kong Polytechnic University, Hong Kong",IEEE Internet of Things Journal,"11 Feb 2020","2020","7","2","1273","1286","With the widespread applications of the Internet of Things (IoT), e.g., smart city, business, healthcare, etc., the security of data and devices becomes a major concern. Although blockchain can effectively enhance the network security and achieve fault tolerance, the huge resource consumption and limited performance of data processing restrict its deployments in IoT scenarios. Observing the heterogeneity and resource constraints, we intend to make blockchain accommodate both wimpy and brawny IoT devices. In this article, we present Tornado, a high-performance blockchain system based on space-structured ledger and corresponding algorithms, to enable blockchain in IoT. Specifically, we first design a space-structured chain architecture with novel data structures for promoting the network scalability. To address the huge heterogeneity of IoT, a novel consensus mechanism named collaborative-proof of work is developed. Moreover, we propose the space-structured greedy heaviest-observed subtree (S2GHOST) protocol for improving the resource efficiency of IoT devices. Additionally, a dynamic weight assignment mechanism in S2GHOST contributes to reflect the trustworthiness of data and devices. Extensive experiments demonstrate that Tornado can achieve a maximum throughput of 3464.76 transactions per second. The optimizations of propagation latency and resource efficiency are 68.14% and 30.56%, respectively.","2327-4662","","10.1109/JIOT.2019.2954128","National Basic Research Program of China (973 Program)(grant numbers:2018YFB1004700); National Natural Science Foundation of China(grant numbers:61872195,61832005,61572262); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8906043","Blockchain;consensus mechanism;heterogeneity;Internet of Things (IoT);scalability","Blockchain;Tornadoes;Internet of Things;Performance evaluation;Data structures;Scalability;Sensors","","72","","43","IEEE","19 Nov 2019","Feb. 2020","","IEEE","IEEE Journals"
"Edge-based Anomaly Data Detection Approach for Wireless Sensor Network-based Internet of Things","W. M. Ismael; M. Gao; A. Zahary; Z. Yemeni; Y. Ibrahim; A. Hawban","Internet of Things Engineering, Hohai University, Changzhou, China; Internet of Things Engineering, Hohai University, Changzhou, China; Faculty of Computer and IT, Sanaa University Azal University for Human Development, Sana’a, Yemen; Internet of Things Engineering, Hohai University, Changzhou, China; Internet of Things Engineering, Hohai University, Changzhou, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, Anhui, China","2021 International Conference of Technology, Science and Administration (ICTSA)","20 Apr 2021","2021","","","1","6","Nowadays, Internet of Things (IoT) has been widely employed in different applications, such as health care, manufacturing, and weather forecasting. However, due to sensor sensitivities, potential harsh environmental interference, and deception, IoT data is normally apt to be imperfect and erroneous. This paper presents an edge-based approach based on the Gaussian mixture model and fuzzy measure to detect anomalous data without prior knowledge or training to overcome such adverse issues. The experimental results demonstrate that the proposed approach is efficient and effective in detecting anomaly data and achieves detection accuracy ranging from 93% to 100%.","","978-1-6654-2862-0","10.1109/ICTSA52017.2021.9406548","Research and Development; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9406548","Internet of Things;Gaussian Mixture Model;Fuzzy measure;Anomalous data","Training;Wireless communication;Wireless sensor networks;Sensitivity;Image edge detection;Simulation;Weather forecasting","","7","","20","IEEE","20 Apr 2021","22-24 March 2021","22-24 March 2021","IEEE","IEEE Conferences"
"The Role of the Internet of Things in the Telecom Sector","T. Illakya; B. Keerthana; K. Murugan; P. Venkatesh; M. Manikandan; K. Maran","Sri Sairam Institute of Technology, Chennai, India; Sri Sairam Institute of Technology, Chennai, India; Sri Sairam Engineering College, Chennai, India; Sri Sairam Engineering College, Chennai, India; Sri Sairam Engineering College, Chennai, India; Department of Management studies, Sri Sairam Engineering College, Chennai, India","2024 International Conference on Communication, Computing and Internet of Things (IC3IoT)","11 Jun 2024","2024","","","1","5","Internet of Things (IoT) integration in telecoms might revolutionize connections and services, opening up new possibilities for creativity, efficiency, and better customer experiences. The Internet of Things (IoT) has the ability to radically alter the telecom business, according to this research. on network architecture, service delivery, and business models. To begin, IoT enables the development of smarter, more robust network infrastructure by deploying linked devices and sensors. These devices offer real-time monitoring, predictive maintenance, and proactive management of network infrastructure, resulting in increased dependability, lower downtime, and better resource usage. Second, IoT-driven data analytics and insights enable telecommunications firms to provide customized services and experiences to their consumers. Telecom companies may increase their service offerings and income streams by using massive volumes of data created by connected devices. Examples include smart home automation, linked automobiles, and industrial IoT applications. Furthermore, IoT accelerates the transition to 5G networks by opening up new use cases and applications that need ultra-low latency, high dependability, and huge connection. From self-driving cars to remote healthcare monitoring, IoT expands the capabilities of 5G networks, opening up new opportunities for companies and consumers alike. Despite its enormous promise, IoT in the telecommunications business poses security, privacy, interoperability, and scalability concerns. Addressing these concerns needs strong cybersecurity measures, industry standards, and stakeholder engagement to maintain the integrity, confidentiality, and resilience of IoT-enabled networks and services. Finally, IoT is altering the telecommunications environment, promoting innovation, efficiency, and competition across the sector. To prosper in the digital age and fulfill the changing expectations of consumers and organizations, telecommunications firms must embrace and fully use IoT technology.","","979-8-3503-5268-9","10.1109/IC3IoT60841.2024.10550390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10550390","IoT (Internet of Things);Telecommunication;Connectivity;Network Infrastructure etc","Industries;5G mobile communication;Smart homes;Companies;Telecommunications;Internet of Things;Monitoring","","9","","6","IEEE","11 Jun 2024","17-18 April 2024","17-18 April 2024","IEEE","IEEE Conferences"
"Smart World of Internet of Things (IoT) and Its Security Concerns","J. C. Talwana; H. J. Hua","East China University of Science and Technology, Shanghai, Shanghai, CN; Dep. of Computer Science and Information Engineering, East China University of Science Technology, Shanghai, China","2016 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)","4 May 2017","2016","","","240","245","Due to increasing number of internet users, popularity of Broadband Internet also increasing. Hence the connection cost should be decrease due to Wi Fi connectivity and built-in sensors in devices as well the maximum number of devices should be connected through a common medium. To meet all these requirements, the technology so called Internet of Things is evolved. Internet of Things (IoT) can be considered as a connection of computing devices like smart phones, coffee maker, washing machines, wearable device with an internet. IoT create network and connect ""things"" and people together by creating relationship between either people-people, people-things or things-things. As the number of device connection is increased, it increases the Security risk. Security is the biggest issue for IoT at any companies across the globe. Furthermore, privacy and data sharing can again be considered as a security concern for IoT. Companies, those who use IoT technique, need to find a way to store, track, analyze and make sense of the large amounts of data that will be generated. Few security techniques of IoT are necessary to implement to protect your confidential and important data as well for device protection through some internet security threats.","","978-1-5090-5880-8","10.1109/iThings-GreenCom-CPSCom-SmartData.2016.64","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7917092","Internet of Things (IoT);Smart world;Smart computing devices;IoT Security Concerns","Internet of Things;Security;Intelligent sensors;Wireless communication;Real-time systems","","47","","24","IEEE","4 May 2017","15-18 Dec. 2016","15-18 Dec. 2016","IEEE","IEEE Conferences"
"A DDoS attack detection based on deep learning in software-defined Internet of things","J. Wang; Y. Liu; W. Su; H. Feng","National Engineering Laboratory for Next Generation Internet Technologies, Beijing Jiaotong University, Beijing, China; National Engineering Laboratory for Next Generation Internet Technologies, Beijing Jiaotong University, Beijing, China; National Engineering Laboratory for Next Generation Internet Technologies, Beijing Jiaotong University, Beijing, China; National Engineering Laboratory for Next Generation Internet Technologies, Beijing Jiaotong University, Beijing, China",2020 IEEE 92nd Vehicular Technology Conference (VTC2020-Fall),"15 Feb 2021","2020","","","1","5","With the popularity of Internet of Things (IoT) applications, security has become extremely important. A recent distributed denial-of-service (DDoS) attack revealed vulnerabilities that are prevalent in IoT, and many IoT devices accidentally contributed to the DDoS attack. software-defined network provides a way to securely manage IoT devices. In this paper, we first present a general framework for software-defined Internet of Things (SD-IoT). The proposed framework consists of a SD-IoT controller, SD-IoT switches integrated with an IoT gateway, and IoT devices. We then propose a deep learning detection algorithm based on time series using the proposed SD-IoT framework. Finally, experimental results show that the proposed algorithm has good performance.","2577-2465","978-1-7281-9484-4","10.1109/VTC2020-Fall49728.2020.9348652","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9348652","Software-defined Internet of Things;distributed denial of service;deep learning;time series;attack detection","Deep learning;Time series analysis;Logic gates;Denial-of-service attack;Feature extraction;Control systems;Internet of Things","","14","","19","IEEE","15 Feb 2021","18 Nov.-16 Dec. 2020","18 Nov.-16 Dec. 2020","IEEE","IEEE Conferences"
"Prototyping the Internet of Things with Web Technologies: Is It Easy?","B. Peterson; B. Vogel","Department of Computer Science and Media Technology Internet of Things and People Research Center Malmö, University Malmö, Malmö, Sweden; Department of Computer Science and Media Technology Internet of Things and People Research Center Malmö, University Malmö, Malmö, Sweden",2018 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),"7 Oct 2018","2018","","","518","522","The objective of this paper is to understand the benefits of Web Technologies for Prototyping the Internet of Things (IoT), particularly JavaScript. We conducted an exploratory case with our students in introductory programming course on JavaScript. Scrum methodology and rapid prototyping is utilized to guide the students final project work. This work was conducted as a part of an ongoing research project on Smart Homes. Within five weeks the students developed fully working prototypes. The results show that students could easily use the JavaScript knowledge both for web and physical IoT-device programming. Additionally, Scrum methodology and rapid prototyping aspects provided a more structured process that helped the students in making quick design decisions, an important aspect specifically considering the constantly emerging IoT technologies. In conclusion, we believe that by simply leveraging well known mechanisms and architectures that Web already has in stake today we can easily build and deploy smart things in the IoT area.","","978-1-5386-3227-7","10.1109/PERCOMW.2018.8480268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8480268","JavaScript;prototyping;Internet of Things;agile;physical interaction;scrum;learning","Internet of Things;Programming;Smart homes;Conferences;Rapid prototyping;Standards","","7","","38","IEEE","7 Oct 2018","19-23 March 2018","19-23 March 2018","IEEE","IEEE Conferences"
"Smart Home Security Analysis System Based on The Internet of Things","R. Yu; X. Zhang; M. Zhang","Department of Computer Science and Technology, Ocean University of China, Qingdao, China; State Grid Shandong Electric Power Weifang Power Supply Company, Weifang, China; Department of Computer Science and Technology, Ocean University of China, Qingdao, China","2021 IEEE 2nd International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering (ICBAIE)","2 Apr 2021","2021","","","596","599","In recent years, the Internet of Things technology has developed rapidly and has a wide range of applications in the fields of smart home, Internet of Vehicles, and Industrial Internet of Things. Most of the emerging smart devices have relatively simple architectures, and security vulnerabilities may exist in the perception layer, transport layer, and application layer. At present, most of the security analysis frameworks for IoT devices require additional high-performance devices. At the same time, the emerging “mining” malware and other attack methods that directly plunder the computing resources of the device have not received attention. In response to the above problems, this paper designs and implements a smart home security analysis system. Our experiments show that the system can effectively detect and defend against contactless attacks that smart homes may suffer, and has a small impact on home network performance. The system can better solve the contradiction between smart home network security requirements and device performance limitations.","","978-1-6654-1540-8","10.1109/ICBAIE52039.2021.9389849","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9389849","Internet of Things;Smart Home Security;Malware Detection;Firmware Security","Performance evaluation;Conferences;Smart homes;Malware;Security;Smart devices;Industrial Internet of Things","","34","","7","IEEE","2 Apr 2021","26-28 March 2021","26-28 March 2021","IEEE","IEEE Conferences"
"Internet of Things Experiment Platform Based on Open Source Ecosystem","Z. Mei; L. Yangqun","College of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China",2019 International Conference on Smart Grid and Electrical Automation (ICSGEA),"14 Nov 2019","2019","","","263","269","At present, various existing IoT (Internet of Things, IoT) comprehensive experimental platforms customized experimental toolboxes for specific goals. Therefore, they lack flexibility and scalability and applications are difficult to integrate with each other, which cannot meet the needs of new IoT application development. In response to this problem, this paper proposes an IoT comprehensive experiment and application development platform based on open source ecosystem, which provides support for IoT research, application development and teaching. Compared with traditional platforms, this platform has the end-to-end capabilities of the IoT architecture which is from device layer, transport layer to data processing and application development layer. This comprehensive experimental platform based on open source hardware and IoT middleware provides access for multiple heterogeneous devices and provides a semi-automated physical entity and virtual resource mapping framework. The publish/subscribe model is used for providing data publishing and device management function and loosely coupled integration with multiple cloud platforms. This kind of IoT platform based on open source ecosystem reduces system development cost, improves system flexibility, and meets the diverse needs of practical experimental teaching.","","978-1-7281-4463-4","10.1109/ICSGEA.2019.00068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901260","Open Source Ecosystem;Internet of Things;Comprehensive Experiment Platform;Mapping Framework;Publish/Subscribe","Cloud computing;Protocols;Ecosystems;Education;Real-time systems;Internet of Things;Middleware","","4","","8","IEEE","14 Nov 2019","10-11 Aug. 2019","10-11 Aug. 2019","IEEE","IEEE Conferences"
"From Micro to Macro IoT: Challenges and Solutions in the Integration of IEEE 802.15.4/802.11 and Sub-GHz Technologies","L. Davoli; L. Belli; A. Cilfone; G. Ferrari","things2i s.r.l., Parma, Italy; things2i s.r.l., Parma, Italy; Internet of Things Laboratory, University of Parma, Parma, Italy; things2i s.r.l., Parma, Italy",IEEE Internet of Things Journal,"10 Apr 2018","2018","5","2","784","793","Research efforts in the field of Internet of Things (IoT) are providing solutions in building new types of “network of networks,” going beyond the technological barriers due to intrinsic limitations of the constrained devices typically used in this context. Thanks to the improvement in communication/networking protocols and the hardware cost reduction, it is now possible to define new IoT architectures, combining the “micro” IoT paradigm, based on short-range radio technologies (e.g., IEEE 802.15.4 and IEEE 802.11), with the rising “macro” IoT paradigm, based on sub-GHz radio technologies. This allows the implementation of scalable network architectures, able to collect data coming from constrained devices and process them in order to provide useful services and applications to final consumers. In this paper, we focus on practical integration between micro and macro IoT approaches, providing architectural and performance details for a set of experimental tests carried out in the campus of the University of Parma. We then discuss challenges and solutions of the proposed micro-macro integrated IoT systems.","2327-4662","","10.1109/JIOT.2017.2747900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8024171","Challenges;IEEE 802.11;IEEE 802.15.4;integration;Internet of Things (IoT);sub-GHz technology","Internet of Things","","88","","48","IEEE","1 Sep 2017","April 2018","","IEEE","IEEE Journals"
