"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Review of Machine Learning Algorithms for Detection of Breast Cancer","A. Tale; A. Barhate; P. Verma; P. Gourshettiwar","Department of Artificial Intelligence and Data Science, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research (DU), Wardha, Maharashtra, India; Department of Artificial Intelligence and Machine Learning, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research (DU), Wardha, Maharashtra, India; Department of Artificial Intelligence and Machine Learning, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research (DU), Wardha, Maharashtra, India; Department of Computer Science and Medical Engineering, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research (DU), Wardha, Maharashtra, India",2024 4th International Conference on Ubiquitous Computing and Intelligent Information Systems (ICUIS),"13 Feb 2025","2024","","","1148","1153","Breast cancer is still a global health concern, chiefly affecting women, as it is one of the major causes of cancer mortality. For the therapy to be effective, early diagnosis of cancer is critical to raising the survival level and increasing the effectiveness of the procedure. The advancement in the applied technique of Machine Learning (ML) has brought further opportunities for early and effective diagnosis of breast cancer. This review paper provides insights into how different ML algorithms including the Support Vector Machine (SVM), Convolutional Neural Network (CNN), Random Forests, and many more have contributed to the detection of breast cancer. These algorithms have proved effective in providing solutions to various medical data and imaging including early diagnosis and treatment. The paper also looks at the use of ML with precision medicine to show that these technologies will help minimize false diagnoses and offer better treatment options. This review consolidates recent works and advancements to emphasize the prospect of ML in breast cancer management and calls for more studies to enhance its implementation in practice","","979-8-3315-2963-5","10.1109/ICUIS64676.2024.10866542","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10866542","Machine Learning;Breast Cancer;Deep Learning;Convolutional Neural Network;Support Vector Machine","Support vector machines;Machine learning algorithms;Sensitivity;Reviews;Precision medicine;Ubiquitous computing;Breast cancer;Vectors;Convolutional neural networks;Random forests","","1","","25","IEEE","13 Feb 2025","12-13 Dec. 2024","12-13 Dec. 2024","IEEE","IEEE Conferences"
"The Role of IoT and Machine Learning in Automating Space Docking: Challenges, Advancements, and Future Prospects","N. Jikar; Y. Tale; A. Tale; A. Barhate; P. Verma; A. Jikar","Department of Artificial Intelligence and Machine Learning, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research, Sawangi Wardha, Maharashtra, India; Department of Artificial Intelligence and Machine Learning, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research, Sawangi Wardha, Maharashtra, India; Department of Artificial Intelligence and Data Science, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research, Sawangi Wardha, Maharashtra, India; Department of Artificial Intelligence and Machine Learning, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research, Sawangi Wardha, Maharashtra, India; Department of Artificial Intelligence and Machine Learning, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research, Sawangi Wardha, Maharashtra, India; Department of Computer Science and Engineering, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education and Research, Wardha, Maharashtra, India",2025 International Conference on Machine Learning and Autonomous Systems (ICMLAS),"25 Apr 2025","2025","","","1920","1925","Space docking is an important aspect of modern-day space exploration, enabling crewed missions, shipment transport, and spacecraft refuelling. Traditionally, manual docking has trusted astronaut precision and floor manipulation coordination, which has grown to be inefficient and blunders-susceptible in deep-space missions because of conversation delays. Integrating the Internet of Things (IoT) and Machine Learning (ML) is reworking area docking by introducing self-reliant, actual-time selection-making structures. IoT-enabled sensors continuously monitor spacecraft role, pace, and orientation, while ML algorithms optimize docking manoeuvres, beautify predictive upkeep, and make certain collision avoidance. Reinforcement learning similarly allows adaptive management strategies, making self-sufficient docking more efficient and dependable. This paper explores the improvements in IoT and ML for automating space docking, reading real-global programs along with SpaceX Dragon, NASA's AR&D systems, and China's Tianzhou cargo deliver. By addressing key demanding situations-precision, pace, and safety-those technologies pave the way for sustainable space exploration, including future Mars missions and autonomous area stations. The observation highlights how AI-driven docking may be integral for deep-space operations, making sure safer and more green missions are made.","","979-8-3315-0574-5","10.1109/ICMLAS64557.2025.10967783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10967783","Autonomous Space Docking;Internet of Things;Machine Learning;Reinforcement Learning;Artificial Intelligence","Space vehicles;Mars;Space missions;Reinforcement learning;Prediction algorithms;Real-time systems;Sensors;Internet of Things;Next generation networking;Monitoring","","","","33","IEEE","25 Apr 2025","10-12 March 2025","10-12 March 2025","IEEE","IEEE Conferences"
"Towards a Robust Knowledge Graph-Enabled Machine Learning Service Description Framework","S. Menik; L. Ramaswamy","Department of Computer Science, University of Georgia, Athens, GA, USA; Department of Computer Science, University of Georgia, Athens, GA, USA",2021 IEEE 15th International Conference on Semantic Computing (ICSC),"3 Mar 2021","2021","","","104","107","Although machine learning (ML) is widely expected to become a key enabler of innovative applications in a number of important domains, building, deploying and managing robust ML pipelines for diverse domains are very challenging as they require expertise in both the application domain as well as the ML field. Recently, machine learning as a service (MLAAS) is being explored as a paradigm to address these challenges and to democratize artificial intelligence (AI). MLAAS envisions an ecosystem with powerful mechanisms for publishing, searching/discovering, composing and deploying ML models. This paper argues that a semantic-rich and flexible ML service description is indispensable for realizing such an ecosystem. Towards this end, we outline a unique approach that leverages knowledge graphs (KGs) for ML service description. A requirements study highlights the ML services aspects that need to be provisioned in the description framework. This paper presents a novel five-dimensional KG-enabled ML service description framework, which incorporates ML task description, Input-Output (I-O) description, ML-model description, dataset and training description and performance characteristics description. In designing this ML service description framework, we introduce several conceptual structures such as functional specifications with semantically-extended types and compound knowledge graphs for representing ML model architectures.","2325-6516","978-1-7281-8899-7","10.1109/ICSC50631.2021.00026","National Science Foundation (NSF)(grant numbers:SCC-1637277); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9364641","Machine Learning as a Service;MLaaS;Machine Learning;Semantic Knowledge Graph;Systems for Machine Learning;Machine Learning Applications;Machine Learning Description","Training;Publishing;Biological system modeling;Ecosystems;Semantics;Machine learning;Task analysis","","1","","14","IEEE","3 Mar 2021","27-29 Jan. 2021","27-29 Jan. 2021","IEEE","IEEE Conferences"
"Comparative Study of Machine Learning Algorithms for Fraud Detection in Blockchain","M. Bhowmik; T. Sai Siri Chandana; B. Rudra","Information Technology Department, NITK, Surathkal, Mangalore, India; Information Technology Department, NITK, Surathkal, Mangalore, India; Information Technology Department, NITK, Surathkal, Mangalore, India",2021 5th International Conference on Computing Methodologies and Communication (ICCMC),"6 May 2021","2021","","","539","541","Fraudulent transactions have a huge impact on the economy and trust of a blockchain network. Consensus algorithms like proof of work or proof of stake can verify the validity of the transaction but not the nature of the users involved in the transactions or those who verify the transactions. This makes a blockchain network still vulnerable to fraudulent activities. One of the ways to eliminate fraud is by using machine learning techniques. Machine learning can be of supervised or unsupervised nature. In this paper, we use various supervised machine learning techniques to check for fraudulent and legitimate transactions. We also provide an extensive comparative study of various supervised machine learning techniques like decision trees, Naive Bayes, logistic regression, multilayer perceptron, and so on for the above task.","","978-1-6654-0360-3","10.1109/ICCMC51019.2021.9418470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9418470","fraudulent transactions;blockchain;machine learning","Support vector machines;Machine learning algorithms;Supervised learning;Neural networks;Machine learning;Blockchain;Proof of Work","","43","","14","IEEE","6 May 2021","8-10 April 2021","8-10 April 2021","IEEE","IEEE Conferences"
"Adversarial Machine Learning Attacks Against Network Intrusion Detection Systems: Classification Analysis","D. A. Mihaylova","Faculty of Telecommunications, Technical University of Sofia, Sofia, Bulgaria","2025 60th International Scientific Conference on Information, Communication and Energy Systems and Technologies (ICEST)","4 Aug 2025","2025","","","1","4","In recent years much research has been focused on the improvement of Network-based Intrusion Detection Systems (NIDS) through the implementation of Machine Learning (ML) approaches. However, together with the numerous assets and promising results from the use of this emerging technology in traditional security systems, novel vulnerabilities arise from the inherent nature of the incorporated ML models. In this paper one such security violation, namely the Adversarial Machine Learning (AML) attack, is studied. While on the one hand, ML can be used to improve the security of the system, conversely it can be also exploited by an adversary, who can benefit from existing ML models to develop more refined attacks in a reduced time and with greater impact. An AML attack is an ML-driven intervention that contaminates the original data for training or testing the ML model of the NIDS, and results in degradation of the performance of the security system. This paper explores the nature of AML attacks and presents a classification analysis of their main types.","2603-3267","979-8-3315-2655-9","10.1109/ICEST66328.2025.11098254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11098254","Adversarial Machine Learning;Network Intrusion Detection Systems;Poisoning attack;Evasion attack","Training;Hands;Machine learning algorithms;Network intrusion detection;Automated machine learning;Adversarial machine learning;Malware;Security;Protection;Testing","","2","","10","IEEE","4 Aug 2025","26-28 June 2025","26-28 June 2025","IEEE","IEEE Conferences"
"Enhanced Classification of Migraine Headaches: Leveraging Machine Learning, Deep Learning, and Bayesian Networks with Data Augmentation","A. M. Kalyan; R. Akkala; A. V. Naga Sai Hari Krishna; M. Srinivas","Dept. Coumputer Science, Amrita Vishwa Vidhyapeetham, Amaravati, India; Dept. Coumputer Science, Amrita Vishwa Vidhyapeetham, Amaravati, India; Dept. Coumputer Science, Amrita Vishwa Vidhyapeetham, Amaravati, India; Dept. Coumputer Science, Amrita Vishwa Vidhyapeetham, Amaravati, India",2025 International Conference on Artificial Intelligence and Data Engineering (AIDE),"12 May 2025","2025","","","417","422","This study addresses the classification of migraine headaches using advanced machine learning techniques, specifically ensemble models and boosting methods. We employed data augmentation to enhance a dataset of 400 samples to 1449, ensuring balanced class distribution. Our approach leverages Support Vector Machines (SVM), Random Forest (RF), k-Nearest Neighbours (KNN), Decision Trees (DT), Deep Neural Networks (DNN), and Bayesian Network. The results demonstrate significant improvements in classification accuracy, with the best-performing models achieving up to 99.66% accuracy. This research contributes to the field by showcasing the effectiveness of combining data augmentation with advanced machine learning techniques for improved migraine classification.","","979-8-3315-2751-8","10.1109/AIDE64228.2025.10987334","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10987334","Migraine classification;Machine learning;Data augmentation;Bayesian networks;Deep learning","Deep learning;Support vector machines;Accuracy;Computational modeling;Migraine;Machine learning;Artificial neural networks;Data augmentation;Data models;Bayes methods","","1","","15","IEEE","12 May 2025","6-7 Feb. 2025","6-7 Feb. 2025","IEEE","IEEE Conferences"
"Diabetes Prediction Using Machine Learning and Hybrid Deep Learning Ensemble Technique","P. Chowdhury; P. Barua; M. N. Uddin","Department of Computer Science & Engineering, East Delta University, Chittagong, Bangladesh; Department of Computer Science & Engineering, East Delta University, Chittagong, Bangladesh; Department of Computer Science & Engineering, East Delta University, Chittagong, Bangladesh","2024 IEEE International Conference on Computing, Applications and Systems (COMPAS)","19 Dec 2024","2024","","","1","7","Diabetes prediction is an essential task of healthcare which enables early diagnosis and treatment. In this study, we present a comprehensive analysis utilizing machine learning and ensemble deep learning techniques for diabetes prediction, leveraging two distinct datasets: such as the PIMA diabetes dataset which contains 768 records with 9 attributes, and another diabetes dataset which has exactly 2000 records with 9 attributes. The approach that we have adopted for cleaning up data has a lot of prerequisites, aimed at achieving accuracy. We applied a preprocessing technique for removing duplicates and replacing zero values with the mean or median. In addition to that, we applied the scaling process known as standardization on our given data, it is a method that ensures the average of all the values is 0 and the standard deviation is 1. To process our input finding, we implemented a set of machine learning algorithms covering K Nearest Neighbors, Naive Bayes, Support Vector Machine, Decision Tree, Random Forest, and Logistic Regression along with ensemble deep learning techniques of TabNet, XGBoost, and Multilayer Perceptron which shows the best possible outcomes. The proposed hybrid deep learning ensemble approach presents the best results for predicting diabetes. In our research hybrid deep learning ensemble technique has accuracy of 96%, this method shows much higher efficiency over common machine learning algorithms.","","979-8-3315-2976-5","10.1109/COMPAS60761.2024.10796486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10796486","diabetes prediction;deep learning;machine learning;ensemble learning;hybrid model;healthcare predictive analytics;medical data analysis","Deep learning;Support vector machines;Accuracy;Machine learning algorithms;Machine learning;Medical services;Predictive models;Prediction algorithms;Diabetes;Random forests","","4","","23","IEEE","19 Dec 2024","25-26 Sept. 2024","25-26 Sept. 2024","IEEE","IEEE Conferences"
"An Analysis and Identification of Fake News using Machine Learning Techniques","Ashish; Sonia; M. Arora; Hemraj; A. Rana; G. Gupta","Yogananda School of AI, Computers and Data Sciences, Shoolini University, Solan, India; Yogananda School of AI, Computers and Data Sciences, Shoolini University, Solan, India; IT/Operations Amity Business School, Amity University Haryana; Yogananda School of AI, Computers and Data Sciences, Shoolini University, Solan, India; Yogananda School of AI, Computers and Data Sciences, Shoolini University, Solan, India; Yogananda School of AI, Computers and Data Sciences, Shoolini University, Solan, India",2024 11th International Conference on Computing for Sustainable Global Development (INDIACom),"18 Apr 2024","2024","","","634","638","Fake news is one of the major issues in today’s world because a piece of false information can ruin someone’s life easily. So, to identify these types of crimes, researchers introduced a fake news detection system through machine learning. Fake news identification is becoming more and more popular and widely used. Many businesses are investing in the sector, either for their needs or to offer it as a service to others. Machine learning (ML) and deep learning (DL) are two methods used for determining whether the news results to be authentic or not. Numerous methodologies exist for discerning false news through the utilization of both Machine Learning and Deep Learning methodologies. Assessing the need of the time, through this paper, an identification of fake news and analysis has been done using machine learning techniques. After a detailed review, it has been discovered that numerous Machine Learning and Deep Learning algorithms are applied. The most often used Machine Learning approach is SVM (Support Vector Machine), and the most widely used Deep Learning technique is LSTM (Long Short-Term Memory).","","978-93-80544-51-9","10.23919/INDIACom61295.2024.10498879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10498879","News Data Analysis;Machine Learning;Deep Learning;Long Short Term Memory;Artificial Intelligence","Deep learning;Support vector machines;Machine learning algorithms;Reviews;Fake news;Long short term memory;Business","","7","","37","","18 Apr 2024","28 Feb.-1 March 2024","28 Feb.-1 March 2024","IEEE","IEEE Conferences"
"Research on the Application of Computer Application Technology Based on Machine Learning in Intelligent Learning Systems","X. Dekun","Guangdong Business and Technology University, Guangdong, Zhaoqing, China","2025 IEEE 3rd International Conference on Control, Electronics and Computer Technology (ICCECT)","23 Jan 2026","2025","","","1143","1147","A novel intelligent recommendation algorithm is proposed, which combines deep learning and reinforcement learning. Traditional recommendation algorithms usually rely on static models and cannot fully consider the dynamic changes and individual differences of learners' behaviors. Deep learning can effectively extract implicit features such as learners' interests, behaviors, and knowledge mastery. The algorithm in this paper combines the advantages of deep learning and reinforcement learning. First, the deep learning model is used to extract features from learners' historical behavior data to obtain personalized interest and demand features. Then, the reinforcement learning algorithm dynamically adjusts the recommendation strategy and optimizes the recommended content in real time, so that the system can make adaptive adjustments based on learners' feedback and needs to improve the accuracy of recommendations. To test the validity of the proposed algorithm, an intelligent learning platform is designed, and various learning scenarios are simulated. The experiment results indicate that, compared with the traditional recommendation algorithms, learners can improve on average 12% on average, improve on recommendation accuracy by 15%, and reduce learning time by 10%. These data show that the intelligent recommendation algorithm based on the fusion of deep learning and reinforcement learning can significantly improve the learning effect of learners and the personalized recommendation ability of the system, thereby optimizing the learning process and improving learning efficiency.","","979-8-3315-1855-4","10.1109/ICCECT64621.2025.11339682","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11339682","Intelligent learning system;machine learning;deep learning;reinforcement learning;personalized recommendation;algorithm optimization","Deep learning;Learning systems;Machine learning algorithms;Accuracy;Heuristic algorithms;Reinforcement learning;Educational technology;Feature extraction;Real-time systems;Optimization","","","","15","IEEE","23 Jan 2026","25-27 April 2025","25-27 April 2025","IEEE","IEEE Conferences"
"Performance Evaluation of Machine Learning Algorithms for Credit Card Fraud Detection","S. Mittal; S. Tyagi","Department of Computer Science and Engineering, Jaypee Institute of Information Technology, Noida, U.P, India; Department of Computer Science and Engineering, Jaypee Institute of Information Technology, Noida, U.P, India","2019 9th International Conference on Cloud Computing, Data Science & Engineering (Confluence)","29 Jul 2019","2019","","","320","324","Credit card transactions have become common place today and so is the frauds associated with it. One of the most common modus operandi to carry out fraud is to obtain the card information illegally and use it to make online purchases. For credit card companies and merchants, it is in-feasible to detect these fraudulent transactions among thousands of normal transactions. If sufficient data is collected and made available, machine learning algorithms can be applied to solve this problem. In this work, popular supervised and unsupervised machine learning algorithms have been applied to detect credit card frauds in a highly imbalanced dataset. It was found that unsupervised machine learning algorithms can handle the skewness and give best classification results.","","978-1-5386-5933-5","10.1109/CONFLUENCE.2019.8776925","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8776925","credit card;credit card fraud;fraud detection system;machine leaning;supervised learning;unsupervised learning.","Credit cards;Machine learning algorithms;Measurement;Supervised learning;Clustering algorithms;Companies;Unsupervised learning","","74","","20","IEEE","29 Jul 2019","10-11 Jan. 2019","10-11 Jan. 2019","IEEE","IEEE Conferences"
"Quantum Machine Learning and Quantum Communication Networks: The 2030s and the Future","S. Jain; A. Gandhi; S. Singla; L. Garg; S. Mehla","CSE-ET, Department PIET, Panipat, Haryana, India; CSE-ET, Department PIET, Panipat, Haryana, India; Chandigarh University, Mohali, India; CSE-ET, Department PIET, Panipat, Haryana, India; CSE-ET, Department PIET, Panipat, Haryana, India","2022 International Conference on Computational Modelling, Simulation and Optimization (ICCMSO)","17 Apr 2023","2022","","","59","66","The two emerging technologies are machine learning and artificial intelligence, and as we all know, quantum computing is one of the most revolutionary developments in technology. Researchers are considering combining machine learning and quantum computing with the advancements in both fields. As a result, quantum machine learning-a fusion of these two fields-has evolved. It has the capacity to effectively address a wide range of real-world issues. Both fields will surely benefit from the combined results of the two fields. When the potential of quantum principles and its peculiarities is employed with machine learning, quantum machine learning reaches a very advanced level. Now that quantum concepts are being incorporated, traditional machine learning algorithms like SVM, PCA, and KNN are being reviewed as QSVM, Q-KNN, and QPCA, which are the most effective and powerful techniques for quantum machine learning. Quantum machine learning is a boom for the future; it will soon vastly surpass even the most advanced neural networks, deep learning systems, and machine learning systems of today. Modern machine learning is quicker than classical computing thanks to quantum machine learning, which is concerned with quantum software. Quantum data from an artificial quantum system is what QML is based on. In this paper, we will also study about the future network that is quantum network, which will be use by replacing classical networking. By enabling quantum communication between any two sites on Earth, a quantum internet is intended to fundamentally advance internet technology.","","979-8-3503-3288-9","10.1109/ICCMSO58359.2022.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10097364","Machine learning;Quantum Machine learning;Quantum neural networks;Quantum world;Quantum data;QML Algorithms;Quantum internet","Deep learning;Computers;Support vector machines;Quantum computing;Machine learning algorithms;Computational modeling;Software algorithms","","8","","17","IEEE","17 Apr 2023","23-25 Dec. 2022","23-25 Dec. 2022","IEEE","IEEE Conferences"
"A Comprehensive Study on the Role of Machine Learning in Hybrid Biometric Recognition","S. Shand; Rahul","Department Of Software Engineering, Delhi Technological University, New Delhi, India; Department Of Software Engineering, Delhi Technological University, New Delhi, India",2022 International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),"27 Apr 2022","2022","","","85","90","There is a potential issue with unimodal biometric recognition systems. If the system is only able to use a single type of biometric, such as fingerprints, there is a risk that the system could be fooled by a fake fingerprint. As a result, this research study investigates how a hybrid biometric recognition system (HBRS) can overcome the problem with biometrics that rely on a single attribute for recognition. A HBRS is a system that uses more than one type of biometric recognition technology. Machine learning (ML) is used in biometric recognition to improve the accuracy of the recognition system. Therefore, this research study explore the role of machine learning in this identification process, as well as several machine learning algorithms that aid in the construction of HBRS systems, to see which methods provide the best accuracy.","","978-1-6654-7884-7","10.1109/ICSCDS53736.2022.9760762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9760762","Machine Learning(ML);Hybrid Biometric Recognition System (HBRS);Supervised Learning(SL);Unsupervised Learning(USL)","Machine learning algorithms;Machine learning;Fingerprint recognition;Data communication","","2","","40","IEEE","27 Apr 2022","7-9 April 2022","7-9 April 2022","IEEE","IEEE Conferences"
"Concepts, Libraries, and Essential Tools in Machine Learning and Deep Learning","X. Vasques","IBM Technology, France",Machine Learning Theory and Applications: Hands-on Use Cases with Python on Classical and Quantum Machines: Hands-on Use Cases with Python on Classical and Quantum Machines,"","2024","","","1","33","Summary <p>This book chapter offers a concise overview of key concepts, libraries, and essential tools in machine learning and deep learning. It covers learning styles such as supervised, unsupervised, semi‐supervised, and reinforcement learning. Topics within supervised learning include overfitting, k‐fold cross‐validation, train/test split, and confusion matrix analysis. Evaluation metrics like classification accuracy, precision, recall, and F‐score are explained. Python tools for machine learning are discussed, including data manipulation techniques and popular libraries like scikit‐learn, TensorFlow, Keras, and PyTorch. The usage of Jupyter Notebook and JupyterLab is highlighted. The chapter introduces Hephaistos, a versatile tool for running machine learning on CPUs, GPUs, and QPUs. It concludes by providing guidance on accessing relevant datasets and code examples. This chapter serves as an introduction resource for understanding and applying machine learning and deep learning techniques.</p>","","9781394220632","10.1002/9781394220649.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10444108.pdf&bkn=10444091&pdfType=chapter","","Machine learning;Training;Data models;Predictive models;Machine learning algorithms;Feature extraction;Deep learning","","","","","","23 Feb 2024","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Machine Learning Models for News Article Classification","B. Naseeba; N. P. Challa; A. Doppalapudi; S. Chirag; N. S. Nair","School of Computer Science and Engineering (SCOPE), VIT-AP University, Amaravati, India; School of Computer Science and Engineering (SCOPE), VIT-AP University, Amaravati, India; School of Computer Science and Engineering (SCOPE), VIT-AP University, Amaravati, India; School of Computer Science and Engineering (SCOPE), VIT-AP University, Amaravati, India; School of Computer Science and Engineering (SCOPE), VIT-AP University, Amaravati, India",2023 5th International Conference on Smart Systems and Inventive Technology (ICSSIT),"14 Mar 2023","2023","","","1009","1016","An enormous amount of data is produced these days on a daily basis. News articles are one of the major parts of the daily data, which people refer to and most of the data are unstructured or unorganized so a better strategy and tools that can enable a better management processing data iteration should be adopted. Categorization is one of the methods to organize this unstructured data into structured data. Article Classification is a need for structuring these online articles. Knowledge should be categorized into a useful set of groups because it is important and necessary. Automatic text classification is desperately needed to categorize these growing numbers of machine-readable data. Using text labelling, a supervised learning technique, unlabeled data is divided into predetermined groups of labelled data. In this paper, five different machine learning models are used to classify news articles into four classes. The best accuracy was achieved by the SVM (support vector machine) model, with a value of 89.35%.","2832-3017","978-1-6654-7467-2","10.1109/ICSSIT55814.2023.10061095","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061095","Text Classification;Machine Learning;Categorization;Structured Data","Support vector machines;Text categorization;Supervised learning;Machine learning;Natural language processing;Data models;Labeling","","9","","15","IEEE","14 Mar 2023","23-25 Jan. 2023","23-25 Jan. 2023","IEEE","IEEE Conferences"
"A Novel Classification of Machine Learning Applications in Healthcare","A. Thamara; M. Elsersy; A. Sherif; H. Hassan; O. Abdelsalam; K. H. Almotairi","Al-Azhar University; Higher Colleges of Technology; University of Southern Mississippi; GPU Group, Siliconarts Inc.; Tennessee Tech University; Umm Al-Qura University",2021 3rd IEEE Middle East and North Africa COMMunications Conference (MENACOMM),"18 Jan 2022","2021","","","80","85","In recent years, machine learning has become widely used in various applications and research. It plays a crucial role in numerous fields such as medical science and the healthcare system. In such scenarios, machine learning is used to diagnose sizeable medical data patterns or predict diseases. This paper presents a survey about different machine learning algorithms with their applications in various domains and shows the advantages of machine learning techniques that help create efficient support infrastructure for medical fields and improve healthcare services. This survey’s main objective is to highlight the previous work of machine learning algorithms implemented in the healthcare system and provide all necessary information to the researchers who want to explore machine learning in the healthcare system.","","978-1-6654-3443-0","10.1109/MENACOMM50742.2021.9678232","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678232","Healthcare;Machine Learning;Deep Learning","Drugs;Machine learning algorithms;Conferences;Medical services;Machine learning;Prediction algorithms;Real-time systems","","6","","29","IEEE","18 Jan 2022","3-5 Dec. 2021","3-5 Dec. 2021","IEEE","IEEE Conferences"
"Application of Machine Learning and Deep Learning in Medical Image Segmentation - an Example of Liver CT Images","P. Feng","Department of Intelligent Science, Xi'an Jiaotong-Liverpool University, Suzhou, China",2025 5th Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS),"8 Sep 2025","2025","","","104","108","In the realm of modern medicine, the process of liver image segmentation holds immense significance in facilitating precise diagnoses of hepatic diseases. However, this procedure is currently confronted with numerous challenges, including the challenges of achieving optimal accuracy and reliability in the results obtained. This study focuses on the application of machine learning and deep learning techniques to computed tomography (CT) liver images. The study utilizes support vector machine and convolutional neural network architectural models to assess the performance of the algorithms from diverse perspectives through experimental evaluations. The results of this investigation show the efficacy of a deep learning model in large-scale image segmentation, exhibiting superior accuracy and processing speed. In contrast, the machine learning algorithm demonstrates superiority in singleimage processing. The innovation of the machine learning algorithm is achieved by incorporating an attention module and implementing multi-scale feature fusion, thereby boosting the model's practical performance and providing more reliable support for medical diagnosis.","","979-8-3315-2463-0","10.1109/ACCTCS66275.2025.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11142065","Medical Image Segmentation;Machine Learning;Deep Learning","Deep learning;Support vector machines;Image segmentation;Machine learning algorithms;Accuracy;Computed tomography;Computational modeling;Liver;Reliability;Medical diagnostic imaging","","","","14","IEEE","8 Sep 2025","23-25 April 2025","23-25 April 2025","IEEE","IEEE Conferences"
"A Study and Application on Machine Learning of Artificial Intellligence","M. Xue; C. Zhu","Changchun Institute of Posts and Telecommunications, Changchun, China; HeBei University of Engineering, Handan, China",2009 International Joint Conference on Artificial Intelligence,"7 Jul 2009","2009","","","272","274","This thesis elaborated the concept, significance and main strategy of machine learning as well as the basic structure of machine learning system. By combining several basic ideas of main strategies, great effort are laid on introducing several machine learning methods, such as Rote learning, Explanation-based learning, Learning from instruction, Learning by deduction, Learning by analogy and Inductive learning, etc. Meanwhile, comparison and analysis are made upon their respective advantages and limitations. At the end of the article, it proposes the research objective of machine learning and points out its development trend.Machine learning is a fundamental way that enable the computer to have the intelligence ; Its application which had been used mainly the method of induction and the synthesis, rather than the deduction has already reached many fields of Artificial Intelligence.","","978-0-7695-3615-6","10.1109/JCAI.2009.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5158992","machine learning;AI;system structure;learning strategy;algorithm","Machine learning;Artificial intelligence;Learning systems;Application software;Humans;Computational modeling;Machine learning algorithms;Intelligent systems;Intelligent robots;Physiology","","41","","5","IEEE","7 Jul 2009","25-26 April 2009","25-26 April 2009","IEEE","IEEE Conferences"
